timestamp,reference_valid,B1_valid,common_valid,segment_id
1455212968.5145161,1,0,0,-1
1455212969.5145161,1,0,0,-1
1455212970.5145161,1,0,0,-1
1455212971.5145161,1,0,0,-1
1455212972.5145161,1,0,0,-1
1455212973.5145161,1,1,1,0
1455212974.5145161,1,1,1,0
1455212975.5145161,1,1,1,0
1455212976.5145161,1,1,1,0
1455212977.5145161,1,1,1,0
1455212978.5145161,1,1,1,0
1455212979.5145161,1,1,1,0
1455212980.5145161,1,1,1,0
1455212981.5145161,1,1,1,0
1455212982.5145161,1,1,1,0
1455212983.5145161,1,1,1,0
1455212984.5145161,1,1,1,0
1455212985.5145161,1,1,1,0
1455212986.5145161,1,1,1,0
1455212987.5145161,1,1,1,0
1455212988.5145161,1,1,1,0
1455212989.5145161,1,1,1,0
1455212990.5145161,1,1,1,0
1455212991.5145161,1,1,1,0
1455212992.5145161,1,1,1,0
1455212993.5145161,1,1,1,0
1455212994.5145161,1,1,1,0
1455212995.5145161,1,1,1,0
1455212996.5145161,1,1,1,0
1455212997.5145161,1,1,1,0
1455212998.5145161,1,1,1,0
1455212999.5145161,1,1,1,0
1455213000.5145161,1,1,1,0
1455213001.5145161,1,1,1,0
1455213002.5145161,1,1,1,0
1455213003.5145161,1,1,1,0
1455213004.5145161,1,1,1,0
1455213005.5145161,1,1,1,0
1455213006.5145161,1,1,1,0
1455213007.5145161,1,1,1,0
1455213008.5145161,1,1,1,0
1455213009.5145161,1,1,1,0
1455213010.5145161,1,1,1,0
1455213011.5145161,1,1,1,0
1455213012.5145161,1,1,1,0
