window_id,run_slug,cell_id,source_arm,backend_role,repeat,feature_bag,feature_bag_sha256,canonical_config,canonical_config_sha256,camera_config,camera_config_sha256,source_contract,vins_node_sha256,vins_lib_sha256,status
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,klt,klt,fresh_klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a09_6000_6800_klt/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,klt,klt,fresh_klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a09_6000_6800_klt/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,klt,klt,fresh_klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a09_6000_6800_klt/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,router_xfeat,learned_active,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_gmrv2_a09_6000_6800_router_xfeat/features.bag,b60fac4979fb2e0103f1c8470f80f88513bd5e50511dbcb3a0ec1fcbd89ef62e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,router_xfeat,learned_active,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_gmrv2_a09_6000_6800_router_xfeat/features.bag,b60fac4979fb2e0103f1c8470f80f88513bd5e50511dbcb3a0ec1fcbd89ef62e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,router_xfeat,learned_active,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_gmrv2_a09_6000_6800_router_xfeat/features.bag,b60fac4979fb2e0103f1c8470f80f88513bd5e50511dbcb3a0ec1fcbd89ef62e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a09_6000_6800/router_xfeat/features_matched_gftt.bag,a8984bbb9afdaae41c63197f978f148206a4b7cbc10187505a408c5d72f7a2ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a09_6000_6800/router_xfeat/features_matched_gftt.bag,a8984bbb9afdaae41c63197f978f148206a4b7cbc10187505a408c5d72f7a2ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a09_6000_6800/router_xfeat/features_matched_gftt.bag,a8984bbb9afdaae41c63197f978f148206a4b7cbc10187505a408c5d72f7a2ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,klt,klt,fresh_klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a02_0_900_klt/features.bag,5ebe451810a735ee37b40f244aca0162e37e398e2f5de13d76222d3d1e616520,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
