timestamp,reference_valid,B1_valid,common_valid,segment_id
1523957607.4552135,1,0,0,-1
1523957607.9552135,1,0,0,-1
1523957608.4552135,1,0,0,-1
1523957608.9552135,1,0,0,-1
1523957609.4552135,1,0,0,-1
1523957609.9552135,1,1,1,0
1523957610.4552135,1,1,1,0
1523957610.9552135,1,1,1,0
1523957611.4552135,1,1,1,0
1523957611.9552135,1,1,1,0
1523957612.4552135,1,1,1,0
1523957612.9552135,1,1,1,0
1523957613.4552135,1,1,1,0
1523957613.9552135,1,1,1,0
1523957614.4552135,1,1,1,0
1523957614.9552135,1,1,1,0
1523957615.4552135,1,1,1,0
1523957615.9552135,1,1,1,0
1523957616.4552135,1,1,1,0
1523957616.9552135,1,1,1,0
1523957617.4552135,1,1,1,0
1523957617.9552135,1,1,1,0
1523957618.4552135,1,1,1,0
1523957618.9552135,1,1,1,0
1523957619.4552135,1,1,1,0
1523957619.9552135,1,1,1,0
1523957620.4552135,1,1,1,0
1523957620.9552135,1,1,1,0
1523957621.4552135,1,1,1,0
1523957621.9552135,1,1,1,0
1523957622.4552135,1,1,1,0
1523957622.9552135,1,1,1,0
1523957623.4552135,1,1,1,0
1523957623.9552135,1,1,1,0
1523957624.4552135,1,1,1,0
1523957624.9552135,1,1,1,0
1523957625.4552135,1,1,1,0
1523957625.9552135,1,1,1,0
1523957626.4552135,1,1,1,0
1523957626.9552135,1,1,1,0
1523957627.4552135,1,1,1,0
1523957627.9552135,1,1,1,0
1523957628.4552135,1,1,1,0
1523957628.9552135,1,1,1,0
1523957629.4552135,1,1,1,0
1523957629.9552135,1,1,1,0
1523957630.4552135,1,1,1,0
1523957630.9552135,1,1,1,0
1523957631.4552135,1,1,1,0
1523957631.9552135,1,1,1,0
1523957632.4552135,1,1,1,0
1523957632.9552135,1,1,1,0
1523957633.4552135,1,1,1,0
1523957633.9552135,1,1,1,0
1523957634.4552135,1,1,1,0
1523957634.9552135,1,1,1,0
1523957635.4552135,1,1,1,0
1523957635.9552135,1,1,1,0
1523957636.4552135,1,1,1,0
1523957636.9552135,1,1,1,0
1523957637.4552135,1,1,1,0
1523957637.9552135,1,1,1,0
1523957638.4552135,1,1,1,0
1523957638.9552135,1,1,1,0
1523957639.4552135,1,1,1,0
1523957639.9552135,1,1,1,0
1523957640.4552135,1,1,1,0
1523957640.9552135,1,1,1,0
1523957641.4552135,1,1,1,0
1523957641.9552135,1,1,1,0
1523957642.4552135,1,1,1,0
1523957642.9552135,1,1,1,0
1523957643.4552135,1,1,1,0
1523957643.9552135,1,1,1,0
1523957644.4552135,1,1,1,0
1523957644.9552135,1,1,1,0
1523957645.4552135,1,1,1,0
1523957645.9552135,1,1,1,0
1523957646.4552135,1,1,1,0
1523957646.9552135,1,1,1,0
1523957647.4552135,1,1,1,0
1523957647.9552135,1,1,1,0
1523957648.4552135,1,1,1,0
1523957648.9552135,1,1,1,0
1523957649.4552135,1,1,1,0
1523957649.9552135,1,1,1,0
1523957650.4552135,1,1,1,0
1523957650.9552135,1,1,1,0
1523957651.4552135,1,1,1,0
1523957651.9552135,1,1,1,0
1523957652.4552135,1,0,0,-1
