timestamp,reference_valid,B1_valid,common_valid,segment_id
1542889380.9681177,1,0,0,-1
1542889381.9681177,1,0,0,-1
1542889382.9681177,1,1,1,0
1542889383.9681177,1,1,1,0
1542889384.9681177,1,1,1,0
1542889385.9681177,1,1,1,0
1542889386.9681177,1,1,1,0
1542889387.9681177,1,1,1,0
1542889388.9681177,1,1,1,0
1542889389.9681177,1,1,1,0
1542889390.9681177,1,1,1,0
1542889391.9681177,1,1,1,0
1542889392.9681177,1,1,1,0
1542889393.9681177,1,1,1,0
1542889394.9681177,1,1,1,0
1542889395.9681177,1,1,1,0
1542889396.9681177,1,1,1,0
1542889397.9681177,1,1,1,0
1542889398.9681177,1,1,1,0
1542889399.9681177,1,1,1,0
1542889400.9681177,1,1,1,0
1542889401.9681177,1,1,1,0
1542889402.9681177,1,1,1,0
1542889403.9681177,1,1,1,0
1542889404.9681177,1,1,1,0
1542889405.9681177,1,1,1,0
1542889406.9681177,1,1,1,0
1542889407.9681177,1,1,1,0
1542889408.9681177,1,1,1,0
1542889409.9681177,1,1,1,0
1542889410.9681177,1,1,1,0
1542889411.9681177,1,1,1,0
1542889412.9681177,1,1,1,0
1542889413.9681177,1,1,1,0
1542889414.9681177,1,1,1,0
1542889415.9681177,1,1,1,0
1542889416.9681177,1,1,1,0
1542889417.9681177,1,1,1,0
1542889418.9681177,1,1,1,0
1542889419.9681177,1,1,1,0
1542889420.9681177,1,1,1,0
1542889421.9681177,1,1,1,0
1542889422.9681177,1,1,1,0
1542889423.9681177,1,1,1,0
1542889424.9681177,1,1,1,0
