timestamp,reference_valid,B1_valid,common_valid,segment_id
1542883756.4635663,1,0,0,-1
1542883757.4635663,1,0,0,-1
1542883758.4635663,1,0,0,-1
1542883759.4635663,1,0,0,-1
1542883760.4635663,1,1,1,0
1542883761.4635663,1,1,1,0
1542883762.4635663,1,1,1,0
1542883763.4635663,1,1,1,0
1542883764.4635663,1,1,1,0
1542883765.4635663,1,1,1,0
1542883766.4635663,1,1,1,0
1542883767.4635663,1,1,1,0
1542883768.4635663,1,1,1,0
1542883769.4635663,1,1,1,0
1542883770.4635663,1,1,1,0
1542883771.4635663,1,1,1,0
1542883772.4635663,1,1,1,0
1542883773.4635663,1,1,1,0
1542883774.4635663,1,1,1,0
1542883775.4635663,1,1,1,0
1542883776.4635663,1,1,1,0
1542883777.4635663,1,1,1,0
1542883778.4635663,1,1,1,0
1542883779.4635663,1,1,1,0
1542883780.4635663,1,1,1,0
1542883781.4635663,1,1,1,0
1542883782.4635663,1,1,1,0
1542883783.4635663,0,0,0,-1
1542883784.4635663,0,0,0,-1
1542883785.4635663,1,1,1,1
1542883786.4635663,1,1,1,1
1542883787.4635663,1,1,1,1
1542883788.4635663,1,1,1,1
1542883789.4635663,1,1,1,1
1542883790.4635663,1,1,1,1
1542883791.4635663,1,1,1,1
1542883792.4635663,1,1,1,1
1542883793.4635663,1,1,1,1
1542883794.4635663,1,1,1,1
1542883795.4635663,1,1,1,1
1542883796.4635663,1,1,1,1
1542883797.4635663,1,1,1,1
1542883798.4635663,1,1,1,1
1542883799.4635663,1,1,1,1
1542883800.4635663,1,1,1,1
1542883801.4635663,1,1,1,1
