timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1455214343.5394516,1,0,0,0,0,-1
1455214344.5394516,1,0,0,0,0,-1
1455214345.5394516,1,1,1,1,1,0
1455214346.5394516,1,1,1,1,1,0
1455214347.5394516,1,1,1,1,1,0
1455214348.5394516,1,1,1,1,1,0
1455214349.5394516,1,1,1,1,1,0
1455214350.5394516,1,1,1,1,1,0
1455214351.5394516,1,1,1,1,1,0
1455214352.5394516,1,1,1,1,1,0
1455214353.5394516,1,1,1,1,1,0
1455214354.5394516,1,1,1,1,1,0
1455214355.5394516,1,1,1,1,1,0
1455214356.5394516,1,1,1,1,1,0
1455214357.5394516,1,1,1,1,1,0
1455214358.5394516,1,1,1,1,1,0
1455214359.5394516,1,1,1,1,1,0
1455214360.5394516,1,1,1,1,1,0
1455214361.5394516,1,1,1,1,1,0
1455214362.5394516,1,1,1,1,1,0
