timestamp,reference_valid,B1_valid,common_valid,segment_id
1523384764.7063355,1,0,0,-1
1523384765.2063355,1,0,0,-1
1523384765.7063355,1,0,0,-1
1523384766.2063355,1,0,0,-1
1523384766.7063355,1,1,1,0
1523384767.2063355,1,1,1,0
1523384767.7063355,1,1,1,0
1523384768.2063355,1,1,1,0
1523384768.7063355,1,1,1,0
1523384769.2063355,1,1,1,0
1523384769.7063355,1,1,1,0
1523384770.2063355,1,1,1,0
1523384770.7063355,1,1,1,0
1523384771.2063355,1,1,1,0
1523384771.7063355,1,1,1,0
1523384772.2063355,1,1,1,0
1523384772.7063355,1,1,1,0
1523384773.2063355,1,1,1,0
1523384773.7063355,1,1,1,0
1523384774.2063355,1,1,1,0
1523384774.7063355,1,1,1,0
1523384775.2063355,1,1,1,0
1523384775.7063355,1,1,1,0
1523384776.2063355,1,1,1,0
1523384776.7063355,1,1,1,0
1523384777.2063355,1,1,1,0
1523384777.7063355,1,1,1,0
1523384778.2063355,1,1,1,0
1523384778.7063355,1,1,1,0
1523384779.2063355,1,1,1,0
1523384779.7063355,1,1,1,0
1523384780.2063355,1,1,1,0
1523384780.7063355,1,1,1,0
1523384781.2063355,1,1,1,0
1523384781.7063355,1,1,1,0
1523384782.2063355,1,1,1,0
1523384782.7063355,1,1,1,0
1523384783.2063355,1,1,1,0
1523384783.7063355,1,1,1,0
1523384784.2063355,1,1,1,0
1523384784.7063355,1,1,1,0
1523384785.2063355,1,1,1,0
1523384785.7063355,1,1,1,0
1523384786.2063355,1,1,1,0
1523384786.7063355,1,1,1,0
1523384787.2063355,1,1,1,0
1523384787.7063355,1,1,1,0
1523384788.2063355,1,1,1,0
1523384788.7063355,1,1,1,0
1523384789.2063355,1,1,1,0
1523384789.7063355,1,1,1,0
1523384790.2063355,1,1,1,0
1523384790.7063355,1,1,1,0
1523384791.2063355,1,1,1,0
1523384791.7063355,1,1,1,0
1523384792.2063355,1,1,1,0
1523384792.7063355,1,1,1,0
1523384793.2063355,1,1,1,0
1523384793.7063355,1,1,1,0
1523384794.2063355,1,1,1,0
1523384794.7063355,1,1,1,0
1523384795.2063355,1,1,1,0
1523384795.7063355,1,1,1,0
1523384796.2063355,1,1,1,0
1523384796.7063355,1,1,1,0
1523384797.2063355,1,1,1,0
1523384797.7063355,1,1,1,0
1523384798.2063355,1,1,1,0
1523384798.7063355,1,1,1,0
1523384799.2063355,1,1,1,0
1523384799.7063355,1,1,1,0
1523384800.2063355,1,1,1,0
1523384800.7063355,1,1,1,0
1523384801.2063355,1,1,1,0
1523384801.7063355,1,1,1,0
1523384802.2063355,1,1,1,0
1523384802.7063355,1,1,1,0
1523384803.2063355,1,1,1,0
1523384803.7063355,1,1,1,0
1523384804.2063355,1,1,1,0
1523384804.7063355,1,1,1,0
1523384805.2063355,1,1,1,0
1523384805.7063355,1,1,1,0
1523384806.2063355,1,1,1,0
1523384806.7063355,1,1,1,0
1523384807.2063355,1,1,1,0
1523384807.7063355,1,1,1,0
1523384808.2063355,1,1,1,0
1523384808.7063355,1,1,1,0
1523384809.2063355,1,1,1,0
1523384809.7063355,1,0,0,-1
