timestamp,reference_valid,C-all_r1_valid,C-all_r2_valid,C-all_r3_valid,B_r1_valid,B_r2_valid,B_r3_valid,common_valid,segment_id
1542883711.4634655,1,0,0,0,0,0,0,0,-1
1542883712.4634655,1,0,0,0,0,0,0,0,-1
1542883713.4634655,1,0,0,0,0,0,0,0,-1
1542883714.4634655,1,0,0,0,0,0,0,0,-1
1542883715.4634655,1,0,0,0,0,0,0,0,-1
1542883716.4634655,1,0,0,0,0,0,0,0,-1
1542883717.4634655,1,1,1,1,1,1,1,1,0
1542883718.4634655,1,1,1,1,1,1,1,1,0
1542883719.4634655,1,1,1,1,1,1,1,1,0
1542883720.4634655,1,1,1,1,1,1,1,1,0
1542883721.4634655,1,1,1,1,1,1,1,1,0
1542883722.4634655,1,1,1,1,1,1,1,1,0
1542883723.4634655,1,1,1,1,1,1,1,1,0
1542883724.4634655,1,1,1,1,1,1,1,1,0
1542883725.4634655,1,1,1,1,1,1,1,1,0
1542883726.4634655,1,1,1,1,1,1,1,1,0
1542883727.4634655,1,1,1,1,1,1,1,1,0
1542883728.4634655,1,1,1,1,1,1,1,1,0
1542883729.4634655,0,1,1,1,1,1,1,0,-1
1542883730.4634655,0,1,1,1,1,1,1,0,-1
1542883731.4634655,0,1,1,1,1,1,1,0,-1
1542883732.4634655,1,1,1,1,1,1,1,1,1
1542883733.4634655,1,1,1,1,1,1,1,1,1
1542883734.4634655,1,1,1,1,1,1,1,1,1
1542883735.4634655,1,1,1,1,1,1,1,1,1
1542883736.4634655,1,1,1,1,1,1,1,1,1
1542883737.4634655,1,1,1,1,1,1,1,1,1
1542883738.4634655,1,1,1,1,1,1,1,1,1
1542883739.4634655,1,1,1,1,1,1,1,1,1
1542883740.4634655,1,1,1,1,1,1,1,1,1
1542883741.4634655,1,1,1,1,1,1,1,1,1
1542883742.4634655,1,1,1,1,1,1,1,1,1
1542883743.4634655,1,1,1,1,1,1,1,1,1
1542883744.4634655,1,1,1,1,1,1,1,1,1
1542883745.4634655,1,1,1,1,1,1,1,1,1
1542883746.4634655,1,1,1,1,1,1,1,1,1
1542883747.4634655,1,1,1,1,1,1,1,1,1
1542883748.4634655,1,1,1,1,1,1,1,1,1
1542883749.4634655,1,1,1,1,1,1,1,1,1
1542883750.4634655,1,1,1,1,1,1,1,1,1
1542883751.4634655,1,1,1,1,1,1,1,1,1
1542883752.4634655,1,1,1,1,1,1,1,1,1
1542883753.4634655,1,1,1,1,1,1,1,1,1
1542883754.4634655,1,1,1,1,1,1,1,1,1
1542883755.4634655,1,1,1,1,1,1,1,1,1
