timestamp,reference_valid,B1_valid,common_valid,segment_id
1542885051.1299348,1,0,0,-1
1542885052.1299348,1,0,0,-1
1542885053.1299348,1,0,0,-1
1542885054.1299348,1,0,0,-1
1542885055.1299348,1,0,0,-1
1542885056.1299348,1,0,0,-1
1542885057.1299348,1,0,0,-1
1542885058.1299348,1,1,1,0
1542885059.1299348,1,1,1,0
1542885060.1299348,1,1,1,0
1542885061.1299348,1,1,1,0
1542885062.1299348,1,1,1,0
1542885063.1299348,1,1,1,0
1542885064.1299348,1,1,1,0
1542885065.1299348,1,1,1,0
1542885066.1299348,1,1,1,0
1542885067.1299348,1,1,1,0
1542885068.1299348,1,1,1,0
1542885069.1299348,1,1,1,0
1542885070.1299348,1,1,1,0
1542885071.1299348,1,1,1,0
1542885072.1299348,1,1,1,0
1542885073.1299348,1,1,1,0
1542885074.1299348,1,1,1,0
1542885075.1299348,1,1,1,0
1542885076.1299348,1,1,1,0
1542885077.1299348,1,1,1,0
1542885078.1299348,1,1,1,0
1542885079.1299348,1,1,1,0
1542885080.1299348,1,1,1,0
1542885081.1299348,1,1,1,0
1542885082.1299348,1,1,1,0
1542885083.1299348,1,1,1,0
1542885084.1299348,1,1,1,0
1542885085.1299348,1,1,1,0
1542885086.1299348,1,1,1,0
1542885087.1299348,1,1,1,0
1542885088.1299348,1,1,1,0
1542885089.1299348,1,1,1,0
1542885090.1299348,1,1,1,0
1542885091.1299348,1,1,1,0
1542885092.1299348,1,1,1,0
1542885093.1299348,1,1,1,0
1542885094.1299348,1,1,1,0
1542885095.1299348,1,1,1,0
