timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1372688048.1822257,1,0,0,0,0,-1
1372688048.2822256,1,0,0,0,0,-1
1372688048.3822258,1,0,0,0,0,-1
1372688048.4822257,1,0,0,0,0,-1
1372688048.5822258,1,0,0,0,0,-1
1372688048.6822257,1,0,0,0,0,-1
1372688048.7822256,1,0,0,0,0,-1
1372688048.8822258,1,0,0,0,0,-1
1372688048.9822257,1,0,0,0,0,-1
1372688049.0822258,1,0,0,0,0,-1
1372688049.1822257,1,0,0,0,0,-1
1372688049.2822256,1,0,0,0,0,-1
1372688049.3822258,1,0,0,0,0,-1
1372688049.4822257,1,0,0,0,0,-1
1372688049.5822258,1,0,0,0,0,-1
1372688049.6822257,1,0,0,0,0,-1
1372688049.7822256,1,0,0,0,0,-1
1372688049.8822258,1,0,0,0,0,-1
1372688049.9822257,1,0,0,0,0,-1
1372688050.0822258,1,0,0,0,0,-1
1372688050.1822257,1,0,0,0,0,-1
1372688050.2822256,1,0,0,0,0,-1
1372688050.3822258,1,0,0,0,0,-1
1372688050.4822257,1,0,0,0,0,-1
1372688050.5822258,1,0,0,0,0,-1
1372688050.6822257,1,0,0,0,0,-1
1372688050.7822256,1,0,0,0,0,-1
1372688050.8822258,1,0,0,0,0,-1
1372688050.9822257,1,0,0,0,0,-1
1372688051.0822258,1,0,0,0,0,-1
1372688051.1822257,1,0,0,0,0,-1
1372688051.2822256,1,1,1,1,1,0
1372688051.3822258,1,1,1,1,1,0
1372688051.4822257,1,1,1,1,1,0
1372688051.5822258,1,1,1,1,1,0
1372688051.6822257,1,1,1,1,1,0
1372688051.7822256,1,1,1,1,1,0
1372688051.8822258,1,1,1,1,1,0
1372688051.9822257,1,1,1,1,1,0
1372688052.0822258,1,1,1,1,1,0
1372688052.1822257,1,1,1,1,1,0
1372688052.2822256,1,1,1,1,1,0
1372688052.3822258,1,1,1,1,1,0
1372688052.4822257,1,1,1,1,1,0
1372688052.5822258,1,1,1,1,1,0
1372688052.6822257,1,1,1,1,1,0
1372688052.7822256,1,1,1,1,1,0
1372688052.8822258,1,1,1,1,1,0
1372688052.9822257,1,1,1,1,1,0
1372688053.0822258,1,1,1,1,1,0
1372688053.1822257,1,1,1,1,1,0
1372688053.2822256,1,1,1,1,1,0
1372688053.3822258,1,1,1,1,1,0
1372688053.4822257,1,1,1,1,1,0
1372688053.5822258,1,1,1,1,1,0
1372688053.6822257,1,1,1,1,1,0
1372688053.7822256,1,1,1,1,1,0
1372688053.8822258,1,1,1,1,1,0
1372688053.9822257,1,1,1,1,1,0
1372688054.0822258,1,1,1,1,1,0
1372688054.1822257,1,1,1,1,1,0
1372688054.2822256,1,1,1,1,1,0
1372688054.3822258,1,1,1,1,1,0
1372688054.4822257,1,1,1,1,1,0
1372688054.5822258,1,1,1,1,1,0
1372688054.6822257,1,1,1,1,1,0
1372688054.7822256,1,1,1,1,1,0
1372688054.8822258,1,1,1,1,1,0
1372688054.9822257,1,1,1,1,1,0
1372688055.0822258,1,1,1,1,1,0
1372688055.1822257,1,1,1,1,1,0
1372688055.2822256,1,1,1,1,1,0
