timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1542828931.7132649,1,0,0,0,0,-1
1542828932.7132649,1,0,0,0,0,-1
1542828933.7132649,1,0,0,0,0,-1
1542828934.7132649,1,1,1,1,1,0
1542828935.7132649,1,1,1,1,1,0
1542828936.7132649,1,1,1,1,1,0
1542828937.7132649,1,1,1,1,1,0
1542828938.7132649,1,1,1,1,1,0
1542828939.7132649,1,1,1,1,1,0
1542828940.7132649,1,1,1,1,1,0
1542828941.7132649,1,1,1,1,1,0
1542828942.7132649,1,1,1,1,1,0
1542828943.7132649,1,1,1,1,1,0
1542828944.7132649,1,1,1,1,1,0
1542828945.7132649,1,1,1,1,1,0
1542828946.7132649,1,1,1,1,1,0
1542828947.7132649,1,1,1,1,1,0
1542828948.7132649,1,1,1,1,1,0
1542828949.7132649,1,1,1,1,1,0
1542828950.7132649,1,1,1,1,1,0
