timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1372688168.1521649,1,0,0,0,0,-1
1372688168.2521648,1,0,0,0,0,-1
1372688168.352165,1,0,0,0,0,-1
1372688168.4521649,1,0,0,0,0,-1
1372688168.552165,1,0,0,0,0,-1
1372688168.6521649,1,0,0,0,0,-1
1372688168.7521648,1,0,0,0,0,-1
1372688168.852165,1,0,0,0,0,-1
1372688168.9521649,1,0,0,0,0,-1
1372688169.052165,1,0,0,0,0,-1
1372688169.1521649,1,0,0,0,0,-1
1372688169.2521648,1,0,0,0,0,-1
1372688169.352165,1,0,0,0,0,-1
1372688169.4521649,1,0,0,0,0,-1
1372688169.552165,1,0,0,0,0,-1
1372688169.6521649,1,0,0,0,0,-1
1372688169.7521648,1,0,0,0,0,-1
1372688169.852165,1,0,0,0,0,-1
1372688169.9521649,1,0,0,0,0,-1
1372688170.052165,1,0,0,0,0,-1
1372688170.1521649,1,0,0,0,0,-1
1372688170.2521648,1,0,0,0,0,-1
1372688170.352165,1,0,0,0,0,-1
1372688170.4521649,1,0,0,0,0,-1
1372688170.552165,1,0,0,0,0,-1
1372688170.6521649,1,0,0,0,0,-1
1372688170.7521648,1,0,0,0,0,-1
1372688170.852165,1,0,0,0,0,-1
1372688170.9521649,1,0,0,0,0,-1
1372688171.052165,1,0,0,0,0,-1
1372688171.1521649,1,1,1,1,1,0
1372688171.2521648,1,1,1,1,1,0
1372688171.352165,1,1,1,1,1,0
1372688171.4521649,1,1,1,1,1,0
1372688171.552165,1,1,1,1,1,0
1372688171.6521649,1,1,1,1,1,0
1372688171.7521648,1,1,1,1,1,0
1372688171.852165,1,1,1,1,1,0
1372688171.9521649,1,1,1,1,1,0
1372688172.052165,1,1,1,1,1,0
1372688172.1521649,1,1,1,1,1,0
1372688172.2521648,1,1,1,1,1,0
1372688172.352165,1,1,1,1,1,0
1372688172.4521649,1,1,1,1,1,0
1372688172.552165,1,1,1,1,1,0
1372688172.6521649,1,1,1,1,1,0
1372688172.7521648,1,1,1,1,1,0
1372688172.852165,1,1,1,1,1,0
1372688172.9521649,1,1,1,1,1,0
1372688173.052165,1,1,1,1,1,0
1372688173.1521649,1,1,1,1,1,0
1372688173.2521648,1,1,1,1,1,0
1372688173.352165,1,1,1,1,1,0
1372688173.4521649,1,1,1,1,1,0
1372688173.552165,1,1,1,1,1,0
1372688173.6521649,1,1,1,1,1,0
1372688173.7521648,1,1,1,1,1,0
1372688173.852165,1,1,1,1,1,0
1372688173.9521649,1,1,1,1,1,0
1372688174.052165,1,1,1,1,1,0
1372688174.1521649,1,1,1,1,1,0
1372688174.2521648,1,1,1,1,1,0
1372688174.352165,1,1,1,1,1,0
1372688174.4521649,1,1,1,1,1,0
1372688174.552165,1,1,1,1,1,0
1372688174.6521649,1,1,1,1,1,0
1372688174.7521648,1,1,1,1,1,0
1372688174.852165,1,1,1,1,1,0
1372688174.9521649,1,1,1,1,1,0
