timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1372687783.1305506,1,0,0,0,0,-1
1372687783.2305505,1,0,0,0,0,-1
1372687783.3305507,1,0,0,0,0,-1
1372687783.4305506,1,0,0,0,0,-1
1372687783.5305507,1,0,0,0,0,-1
1372687783.6305506,1,0,0,0,0,-1
1372687783.7305505,1,0,0,0,0,-1
1372687783.8305507,1,0,0,0,0,-1
1372687783.9305506,1,0,0,0,0,-1
1372687784.0305507,1,0,0,0,0,-1
1372687784.1305506,1,0,0,0,0,-1
1372687784.2305505,1,0,0,0,0,-1
1372687784.3305507,1,0,0,0,0,-1
1372687784.4305506,1,0,0,0,0,-1
1372687784.5305507,1,0,0,0,0,-1
1372687784.6305506,1,0,0,0,0,-1
1372687784.7305505,1,0,0,0,0,-1
1372687784.8305507,1,0,0,0,0,-1
1372687784.9305506,1,0,0,0,0,-1
1372687785.0305507,1,0,0,0,0,-1
1372687785.1305506,1,0,0,0,0,-1
1372687785.2305505,1,0,0,0,0,-1
1372687785.3305507,1,0,0,0,0,-1
1372687785.4305506,1,0,0,0,0,-1
1372687785.5305507,1,0,0,0,0,-1
1372687785.6305506,1,0,0,0,0,-1
1372687785.7305505,1,0,0,0,0,-1
1372687785.8305507,1,0,0,0,0,-1
1372687785.9305506,1,0,0,0,0,-1
1372687786.0305507,1,0,0,0,0,-1
1372687786.1305506,1,0,0,0,0,-1
1372687786.2305505,1,0,0,0,0,-1
1372687786.3305507,1,0,1,1,0,-1
1372687786.4305506,1,0,1,1,0,-1
1372687786.5305507,1,0,1,1,0,-1
1372687786.6305506,1,0,1,1,0,-1
1372687786.7305505,1,0,1,1,0,-1
1372687786.8305507,1,0,1,1,0,-1
1372687786.9305506,1,0,1,1,0,-1
1372687787.0305507,1,0,1,1,0,-1
1372687787.1305506,1,0,1,1,0,-1
1372687787.2305505,1,0,1,1,0,-1
1372687787.3305507,1,0,1,1,0,-1
1372687787.4305506,1,0,1,1,0,-1
1372687787.5305507,1,0,1,1,0,-1
1372687787.6305506,1,0,1,1,0,-1
1372687787.7305505,1,0,1,1,0,-1
1372687787.8305507,1,0,1,1,0,-1
1372687787.9305506,1,0,1,1,0,-1
1372687788.0305507,1,0,1,1,0,-1
1372687788.1305506,1,0,1,1,0,-1
1372687788.2305505,1,0,1,1,0,-1
1372687788.3305507,1,1,1,1,1,0
1372687788.4305506,1,1,1,1,1,0
1372687788.5305507,1,1,1,1,1,0
1372687788.6305506,1,1,1,1,1,0
1372687788.7305505,1,1,1,1,1,0
1372687788.8305507,1,1,1,1,1,0
1372687788.9305506,1,1,1,1,1,0
1372687789.0305507,1,1,1,1,1,0
1372687789.1305506,1,1,1,1,1,0
1372687789.2305505,1,1,1,1,1,0
1372687789.3305507,1,1,1,1,1,0
1372687789.4305506,1,1,1,1,1,0
1372687789.5305507,1,1,1,1,1,0
1372687789.6305506,1,1,1,1,1,0
1372687789.7305505,1,1,1,1,1,0
1372687789.8305507,1,1,1,1,1,0
1372687789.9305506,1,1,1,1,1,0
1372687790.0305507,1,1,1,1,1,0
1372687790.1305506,1,1,1,1,1,0
1372687790.2305505,1,1,1,1,1,0
1372687790.3305507,1,1,1,1,1,0
1372687790.4305506,1,1,1,1,1,0
1372687790.5305507,1,1,1,1,1,0
1372687790.6305506,1,1,1,1,1,0
1372687790.7305505,1,1,1,1,1,0
1372687790.8305507,1,1,1,1,1,0
1372687790.9305506,1,1,1,1,1,0
1372687791.0305507,1,1,1,1,1,0
1372687791.1305506,1,1,1,1,1,0
1372687791.2305505,1,1,1,1,1,0
1372687791.3305507,1,1,1,1,1,0
1372687791.4305506,1,1,1,1,1,0
1372687791.5305507,1,1,1,1,1,0
1372687791.6305506,1,1,1,1,1,0
1372687791.7305505,1,1,1,1,1,0
1372687791.8305507,1,1,1,1,1,0
1372687791.9305506,1,1,1,1,1,0
1372687792.0305507,1,1,1,1,1,0
1372687792.1305506,1,1,1,1,1,0
1372687792.2305505,1,1,1,1,1,0
1372687792.3305507,1,1,1,1,1,0
1372687792.4305506,1,1,1,1,1,0
1372687792.5305507,1,1,1,1,1,0
1372687792.6305506,1,1,1,1,1,0
1372687792.7305505,1,1,1,1,1,0
1372687792.8305507,1,1,1,1,1,0
1372687792.9305506,1,1,1,1,1,0
1372687793.0305507,1,1,1,1,1,0
1372687793.1305506,1,1,1,1,1,0
1372687793.2305505,1,1,1,1,1,0
1372687793.3305507,1,1,1,1,1,0
1372687793.4305506,1,1,1,1,1,0
1372687793.5305507,1,1,1,1,1,0
1372687793.6305506,1,1,1,1,1,0
1372687793.7305505,1,1,1,1,1,0
1372687793.8305507,1,1,1,1,1,0
1372687793.9305506,1,1,1,1,1,0
1372687794.0305507,1,1,1,1,1,0
1372687794.1305506,1,1,1,1,1,0
