run_slug,arm,repeat,first_pose_timestamp_ns,first_pose_position_norm,first_pose_position_json,first_pose_quaternion_json,evidence_class,interpretation
a02_0_900,B,1,1542828794685281536,0.0375130563937411,"[-0.00162, -0.03745, -0.00145]","[0.83939, 0.54264, -0.03067, 0.00416]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,B,2,1542828794685281536,0.0375130563937411,"[-0.00162, -0.03745, -0.00145]","[0.83939, 0.54264, -0.03067, 0.00416]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,B,3,1542828794685281536,0.0375130563937411,"[-0.00162, -0.03745, -0.00145]","[0.83939, 0.54264, -0.03067, 0.00416]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,L6,1,1542828796086257152,0.017807520883042646,"[-0.00037, -0.01715, -0.00478]","[0.82772, 0.55871, -0.05051, 0.01348]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,L6,2,1542828796086257152,0.017807520883042646,"[-0.00037, -0.01715, -0.00478]","[0.82772, 0.55871, -0.05051, 0.01348]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,L6,3,1542828796086257152,0.017807520883042646,"[-0.00037, -0.01715, -0.00478]","[0.82772, 0.55871, -0.05051, 0.01348]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,L-all,1,1542828795586263296,0.005150038834805035,"[-0.00394, -0.00308, -0.00123]","[0.84469, 0.53443, -0.02925, 0.0051]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,L-all,2,1542828795586263296,0.005150038834805035,"[-0.00394, -0.00308, -0.00123]","[0.84469, 0.53443, -0.02925, 0.0051]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,L-all,3,1542828797687015936,0.05555460286960928,"[0.00575, -0.05525, 0.00083]","[0.84832, 0.52814, -0.03757, -0.0023]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,C-all,1,1542828794685281536,0.03451132133083287,"[-0.00189, -0.03444, -0.00116]","[0.83956, 0.54241, -0.0303, 0.00398]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,C-all,2,1542828794685281536,0.03451132133083287,"[-0.00189, -0.03444, -0.00116]","[0.83956, 0.54241, -0.0303, 0.00398]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a02_0_900,C-all,3,1542828794685281536,0.03451132133083287,"[-0.00189, -0.03444, -0.00116]","[0.83956, 0.54241, -0.0303, 0.00398]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,B,1,1542885097172932864,0.010410417859048695,"[0.00214, -0.00764, 0.00674]","[0.87368, 0.47511, -0.08632, 0.05917]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,B,2,1542885097172932864,0.010410417859048695,"[0.00214, -0.00764, 0.00674]","[0.87368, 0.47511, -0.08632, 0.05917]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,B,3,1542885097172932864,0.010410417859048695,"[0.00214, -0.00764, 0.00674]","[0.87368, 0.47511, -0.08632, 0.05917]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,L6,1,1542885097172932864,0.0047711214614595595,"[-0.00264, 0.00164, 0.00362]","[0.88019, 0.46326, -0.08397, 0.05999]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,L6,2,1542885097172932864,0.0047711214614595595,"[-0.00264, 0.00164, 0.00362]","[0.88019, 0.46326, -0.08397, 0.05999]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,L6,3,1542885097172932864,0.0047711214614595595,"[-0.00264, 0.00164, 0.00362]","[0.88019, 0.46326, -0.08397, 0.05999]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,L-all,1,1542885097172932864,0.004355502267247717,"[-0.00202, 0.00038, 0.00384]","[0.87912, 0.46533, -0.08398, 0.05971]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,L-all,2,1542885097172932864,0.005647911118280811,"[-0.00192, 0.00035, 0.0053]","[0.88078, 0.46231, -0.08343, 0.05955]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,L-all,3,1542885097172932864,0.004355502267247717,"[-0.00202, 0.00038, 0.00384]","[0.87912, 0.46533, -0.08398, 0.05971]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,C-all,1,1542885097172932864,0.01373102326849678,"[0.00379, -0.00988, 0.00875]","[0.87398, 0.47471, -0.08542, 0.0592]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,C-all,2,1542885097172932864,0.01373102326849678,"[0.00379, -0.00988, 0.00875]","[0.87398, 0.47471, -0.08542, 0.0592]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
a08_2700_3600,C-all,3,1542885097172932864,0.01373102326849678,"[0.00379, -0.00988, 0.00875]","[0.87398, 0.47471, -0.08542, 0.0592]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,B,1,1494876662186834944,0.039710836052644374,"[0.03656, 0.00788, -0.01335]","[0.0595, 0.99711, -0.01537, 0.04459]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,B,2,1494876662027668224,0.12996573586911284,"[0.12453, 0.00604, -0.0367]","[0.05981, 0.99705, -0.01534, 0.0456]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,B,3,1494876662186834944,0.039710836052644374,"[0.03656, 0.00788, -0.01335]","[0.0595, 0.99711, -0.01537, 0.04459]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,L6,1,1494876662186834944,0.08518755836388317,"[0.08371, 0.00074, -0.01578]","[0.02942, 0.99864, -0.01235, 0.04134]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,L6,2,1494876662186834944,0.08518755836388317,"[0.08371, 0.00074, -0.01578]","[0.02942, 0.99864, -0.01235, 0.04134]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,L6,3,1494876662186834944,0.08518755836388317,"[0.08371, 0.00074, -0.01578]","[0.02942, 0.99864, -0.01235, 0.04134]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,L-all,1,1494876664737415168,0.15689302247072687,"[0.14507, 0.0168, -0.05734]","[0.06952, 0.99437, 0.02807, 0.07483]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,L-all,2,1494876664737415168,0.0753091103386569,"[0.07054, 0.00044, -0.02637]","[0.07804, 0.99389, 0.03052, 0.07179]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,L-all,3,1494876664737415168,0.10676047676926138,"[0.09867, 0.00767, -0.04004]","[0.07009, 0.99444, 0.02825, 0.07331]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,C-all,1,1494876662186834944,0.08671487703964068,"[0.08293, -0.00069, -0.02533]","[0.05122, 0.99749, -0.0138, 0.04692]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,C-all,2,1494876662186834944,0.08671487703964068,"[0.08293, -0.00069, -0.02533]","[0.05122, 0.99749, -0.0138, 0.04692]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
afrl_bus_s180_d045,C-all,3,1494876662027668224,0.20405527902997267,"[0.1904, 0.0018, -0.07337]","[0.06311, 0.99665, -0.01487, 0.04981]",POST_BACKEND_DIAGNOSTIC,first published state already includes optimization; not internal initialization scale
