timestamp,reference_valid,B1_valid,common_valid,segment_id
1523966877.6250236,1,0,0,-1
1523966878.1250236,1,0,0,-1
1523966878.6250236,1,0,0,-1
1523966879.1250236,1,1,1,0
1523966879.6250236,1,1,1,0
1523966880.1250236,1,1,1,0
1523966880.6250236,1,1,1,0
1523966881.1250236,1,1,1,0
1523966881.6250236,1,1,1,0
1523966882.1250236,1,1,1,0
1523966882.6250236,1,1,1,0
1523966883.1250236,1,1,1,0
1523966883.6250236,1,1,1,0
1523966884.1250236,1,1,1,0
1523966884.6250236,1,1,1,0
1523966885.1250236,1,1,1,0
1523966885.6250236,1,1,1,0
1523966886.1250236,1,1,1,0
1523966886.6250236,1,1,1,0
1523966887.1250236,1,1,1,0
1523966887.6250236,1,1,1,0
1523966888.1250236,1,1,1,0
1523966888.6250236,1,1,1,0
1523966889.1250236,1,1,1,0
1523966889.6250236,1,1,1,0
1523966890.1250236,1,1,1,0
1523966890.6250236,1,1,1,0
1523966891.1250236,1,1,1,0
1523966891.6250236,1,1,1,0
1523966892.1250236,1,1,1,0
1523966892.6250236,1,1,1,0
1523966893.1250236,1,1,1,0
1523966893.6250236,1,1,1,0
1523966894.1250236,1,1,1,0
1523966894.6250236,1,1,1,0
1523966895.1250236,1,1,1,0
1523966895.6250236,1,1,1,0
1523966896.1250236,1,1,1,0
1523966896.6250236,1,1,1,0
1523966897.1250236,1,1,1,0
1523966897.6250236,1,1,1,0
1523966898.1250236,1,1,1,0
1523966898.6250236,1,1,1,0
1523966899.1250236,1,1,1,0
1523966899.6250236,1,1,1,0
1523966900.1250236,1,1,1,0
1523966900.6250236,1,1,1,0
1523966901.1250236,1,1,1,0
1523966901.6250236,1,1,1,0
1523966902.1250236,1,1,1,0
1523966902.6250236,1,1,1,0
1523966903.1250236,1,1,1,0
1523966903.6250236,1,1,1,0
1523966904.1250236,1,1,1,0
1523966904.6250236,1,1,1,0
1523966905.1250236,1,1,1,0
1523966905.6250236,1,1,1,0
1523966906.1250236,1,1,1,0
1523966906.6250236,1,1,1,0
1523966907.1250236,1,1,1,0
1523966907.6250236,1,1,1,0
1523966908.1250236,1,1,1,0
1523966908.6250236,1,1,1,0
1523966909.1250236,1,1,1,0
1523966909.6250236,1,1,1,0
1523966910.1250236,1,1,1,0
1523966910.6250236,1,1,1,0
1523966911.1250236,1,1,1,0
1523966911.6250236,1,1,1,0
1523966912.1250236,1,1,1,0
1523966912.6250236,1,1,1,0
1523966913.1250236,1,1,1,0
1523966913.6250236,1,1,1,0
1523966914.1250236,1,1,1,0
1523966914.6250236,1,1,1,0
1523966915.1250236,1,1,1,0
1523966915.6250236,1,1,1,0
1523966916.1250236,1,1,1,0
1523966916.6250236,1,1,1,0
1523966917.1250236,1,1,1,0
1523966917.6250236,1,1,1,0
1523966918.1250236,1,1,1,0
1523966918.6250236,1,1,1,0
1523966919.1250236,1,1,1,0
1523966919.6250236,1,1,1,0
1523966920.1250236,1,1,1,0
1523966920.6250236,1,1,1,0
1523966921.1250236,1,1,1,0
1523966921.6250236,1,1,1,0
1523966922.1250236,1,1,1,0
1523966922.6250236,1,0,0,-1
