window_id,run_slug,arm,repeat,feature_bag_path,feature_bag_sha256,config_path,config_sha256,camera_path,camera_sha256,vins_node_sha256,vins_lib_sha256,source_contract,same_config_all_arms_repeats,status
afrl:bus_outside:0004,afrl_bus_s180_d045,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/features.bag,9e4d546cb799f516d933944e9715d1551affe381ab2f0171876cebb95d01ae84,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/features.bag,9e4d546cb799f516d933944e9715d1551affe381ab2f0171876cebb95d01ae84,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/features.bag,9e4d546cb799f516d933944e9715d1551affe381ab2f0171876cebb95d01ae84,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_fsbccv3_afrl_bus_s180_d045_splg/features.bag,d3dd4a6814e63c19ab970506facc83a20d4799ba443ce698c67bdb5efdfff5ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_fsbccv3_afrl_bus_s180_d045_splg/features.bag,d3dd4a6814e63c19ab970506facc83a20d4799ba443ce698c67bdb5efdfff5ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_fsbccv3_afrl_bus_s180_d045_splg/features.bag,d3dd4a6814e63c19ab970506facc83a20d4799ba443ce698c67bdb5efdfff5ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,xfeat_v3,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_fsbccv3_afrl_bus_s180_d045_xfeat_v3/features.bag,3bce6af63a306f30ee3701d3b1bcb7c942d6199fa36bcf8d326d454971f042b9,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,xfeat_v3,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_fsbccv3_afrl_bus_s180_d045_xfeat_v3/features.bag,3bce6af63a306f30ee3701d3b1bcb7c942d6199fa36bcf8d326d454971f042b9,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
afrl:bus_outside:0004,afrl_bus_s180_d045,xfeat_v3,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_fsbccv3_afrl_bus_s180_d045_xfeat_v3/features.bag,3bce6af63a306f30ee3701d3b1bcb7c942d6199fa36bcf8d326d454971f042b9,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/vins_same_backend.yaml,2eb2830dc1eec1baadb1fb6b687cf059198033df0f2c7af89acfe0408a819bbc,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_bus_s180_d045/afrl_cave_cam0_pinhole.yaml,5856ee4b261d5b0d67021ef81ad0a0c5e8e6aa885184c68591530224b3645aee,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_bus_s180_d045_klt/vins_afrl_cave_external.yaml,PASS,PENDING
afrl:cemetery:0003,afrl_cemetery_s135_d045,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/features.bag,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,51319b66095e8b7d4c7b423408bdc7bcac8b205c97e1330aec2371eb28016d5a,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/vins_afrl_cave_external.yaml,PASS,PENDING
afrl:cemetery:0003,afrl_cemetery_s135_d045,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/features.bag,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,51319b66095e8b7d4c7b423408bdc7bcac8b205c97e1330aec2371eb28016d5a,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/vins_afrl_cave_external.yaml,PASS,PENDING
afrl:cemetery:0003,afrl_cemetery_s135_d045,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/features.bag,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,51319b66095e8b7d4c7b423408bdc7bcac8b205c97e1330aec2371eb28016d5a,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/vins_afrl_cave_external.yaml,PASS,PENDING
afrl:cemetery:0003,afrl_cemetery_s135_d045,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_fsbccv3_afrl_cemetery_s135_d045_splg/features.bag,a57d498bbe8d5fa845cb0444aef7dc73a4cb08e3b6cc149a81862550479583dd,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,51319b66095e8b7d4c7b423408bdc7bcac8b205c97e1330aec2371eb28016d5a,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_confirmatory_v3/shadow_root/logs/afrl_cave_v31/external_klt_every2_fsbccv3_afrl_cemetery_s135_d045_klt/vins_afrl_cave_external.yaml,PASS,COMPLETE
