timestamp,reference_valid,C-all_r1_valid,C-all_r2_valid,C-all_r3_valid,B_r1_valid,B_r2_valid,B_r3_valid,common_valid,segment_id
1523968712.8058386,1,0,0,0,0,0,0,0,-1
1523968713.8058386,1,0,0,0,0,0,0,0,-1
1523968714.8058386,1,1,1,1,1,1,1,1,0
1523968715.8058386,1,1,1,1,1,1,1,1,0
1523968716.8058386,1,1,1,1,1,1,1,1,0
1523968717.8058386,1,1,1,1,1,1,1,1,0
1523968718.8058386,1,1,1,1,1,1,1,1,0
1523968719.8058386,1,1,1,1,1,1,1,1,0
1523968720.8058386,1,1,1,1,1,1,1,1,0
1523968721.8058386,1,1,1,1,1,1,1,1,0
1523968722.8058386,1,1,1,1,1,1,1,1,0
1523968723.8058386,1,1,1,1,1,1,1,1,0
1523968724.8058386,1,1,1,1,1,1,1,1,0
1523968725.8058386,1,1,1,1,1,1,1,1,0
1523968726.8058386,1,1,1,1,1,1,1,1,0
1523968727.8058386,1,1,1,1,1,1,1,1,0
1523968728.8058386,1,1,1,1,1,1,1,1,0
1523968729.8058386,1,1,1,1,1,1,1,1,0
1523968730.8058386,1,1,1,1,1,1,1,1,0
1523968731.8058386,1,1,1,1,1,1,1,1,0
1523968732.8058386,1,1,1,1,1,1,1,1,0
1523968733.8058386,1,1,1,1,1,1,1,1,0
1523968734.8058386,1,1,1,1,1,1,1,1,0
1523968735.8058386,1,1,1,1,1,1,1,1,0
1523968736.8058386,1,1,1,1,1,1,1,1,0
1523968737.8058386,1,1,1,1,1,1,1,1,0
1523968738.8058386,1,1,1,1,1,1,1,1,0
1523968739.8058386,1,1,1,1,1,1,1,1,0
1523968740.8058386,1,1,1,1,1,1,1,1,0
1523968741.8058386,1,1,1,1,1,1,1,1,0
1523968742.8058386,1,1,1,1,1,1,1,1,0
1523968743.8058386,1,1,1,1,1,1,1,1,0
1523968744.8058386,1,1,1,1,1,1,1,1,0
1523968745.8058386,1,1,1,1,1,1,1,1,0
1523968746.8058386,1,1,1,1,1,1,1,1,0
1523968747.8058386,1,1,1,1,1,1,1,1,0
1523968748.8058386,1,1,1,1,1,1,1,1,0
1523968749.8058386,1,1,1,1,1,1,1,1,0
1523968750.8058386,1,1,1,1,1,1,1,1,0
1523968751.8058386,1,1,1,1,1,1,1,1,0
1523968752.8058386,1,1,1,1,1,1,1,1,0
1523968753.8058386,1,1,1,1,1,1,1,1,0
1523968754.8058386,1,1,1,1,1,1,1,1,0
1523968755.8058386,1,1,1,1,1,1,1,1,0
1523968756.8058386,1,1,1,1,1,1,1,1,0
