timestamp,reference_valid,B1_valid,common_valid,segment_id
1700603842.8582888,1,0,0,-1
1700603842.9582889,1,0,0,-1
1700603843.0582888,1,0,0,-1
1700603843.1582887,1,0,0,-1
1700603843.2582889,1,0,0,-1
1700603843.3582888,1,0,0,-1
1700603843.4582889,1,0,0,-1
1700603843.5582888,1,0,0,-1
1700603843.6582887,1,0,0,-1
1700603843.7582889,1,0,0,-1
1700603843.8582888,1,0,0,-1
1700603843.9582889,1,1,1,0
1700603844.0582888,1,1,1,0
1700603844.1582887,1,1,1,0
1700603844.2582889,1,1,1,0
1700603844.3582888,1,1,1,0
1700603844.4582889,1,1,1,0
1700603844.5582888,1,1,1,0
1700603844.6582887,1,1,1,0
1700603844.7582889,1,1,1,0
1700603844.8582888,1,1,1,0
1700603844.9582889,1,1,1,0
1700603845.0582888,1,1,1,0
1700603845.1582887,1,1,1,0
1700603845.2582889,1,1,1,0
1700603845.3582888,1,1,1,0
1700603845.4582889,1,1,1,0
1700603845.5582888,1,1,1,0
1700603845.6582887,1,1,1,0
1700603845.7582889,1,1,1,0
1700603845.8582888,1,1,1,0
1700603845.9582889,1,1,1,0
1700603846.0582888,1,1,1,0
1700603846.1582887,1,1,1,0
1700603846.2582889,1,1,1,0
1700603846.3582888,1,1,1,0
1700603846.4582889,1,1,1,0
1700603846.5582888,1,1,1,0
1700603846.6582887,1,1,1,0
1700603846.7582889,1,1,1,0
1700603846.8582888,1,1,1,0
1700603846.9582889,1,1,1,0
1700603847.0582888,1,1,1,0
1700603847.1582887,1,1,1,0
1700603847.2582889,1,1,1,0
1700603847.3582888,1,1,1,0
1700603847.4582889,1,1,1,0
1700603847.5582888,1,1,1,0
1700603847.6582887,1,1,1,0
1700603847.7582889,1,1,1,0
1700603847.8582888,1,1,1,0
1700603847.9582889,1,1,1,0
1700603848.0582888,1,1,1,0
1700603848.1582887,1,1,1,0
1700603848.2582889,1,1,1,0
1700603848.3582888,1,1,1,0
1700603848.4582889,1,1,1,0
1700603848.5582888,1,1,1,0
1700603848.6582887,1,1,1,0
1700603848.7582889,1,1,1,0
1700603848.8582888,1,1,1,0
1700603848.9582889,1,1,1,0
1700603849.0582888,1,1,1,0
1700603849.1582887,1,1,1,0
1700603849.2582889,1,1,1,0
1700603849.3582888,1,1,1,0
1700603849.4582889,1,1,1,0
1700603849.5582888,1,1,1,0
1700603849.6582887,1,1,1,0
1700603849.7582889,1,1,1,0
1700603849.8582888,1,1,1,0
1700603849.9582889,1,1,1,0
1700603850.0582888,1,1,1,0
1700603850.1582887,1,1,1,0
1700603850.2582889,1,1,1,0
1700603850.3582888,1,1,1,0
1700603850.4582889,1,1,1,0
1700603850.5582888,1,1,1,0
1700603850.6582887,1,1,1,0
