timestamp,reference_valid,klt_r1_valid,klt_r2_valid,klt_r3_valid,splg_r1_valid,splg_r2_valid,splg_r3_valid,xfeat_seed_r1_valid,xfeat_seed_r2_valid,xfeat_seed_r3_valid,common_valid,segment_id
1700603210.9637606,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.0637605,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.1637607,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.2637606,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.3637607,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.4637606,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.5637605,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.6637607,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.7637606,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.8637607,1,0,0,0,0,0,0,0,0,0,0,-1
1700603211.9637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.0637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.1637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.2637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.3637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.4637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.5637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.6637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.7637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.8637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603212.9637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.0637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.1637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.2637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.3637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.4637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.5637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.6637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.7637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.8637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603213.9637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.0637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.1637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.2637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.3637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.4637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.5637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.6637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.7637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.8637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603214.9637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.0637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.1637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.2637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.3637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.4637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.5637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.6637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.7637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.8637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603215.9637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.0637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.1637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.2637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.3637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.4637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.5637605,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.6637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.7637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.8637607,1,1,1,1,1,1,1,1,1,1,1,0
1700603216.9637606,1,1,1,1,1,1,1,1,1,1,1,0
1700603217.0637605,1,1,1,1,1,1,1,1,1,1,1,0
