track_id,previous_x,previous_y,previous_age,original_failure,attempted,accepted,reason,current_x,current_y,predicted_x,predicted_y,support_count,fb_error,ncc,stage,sequence,raw_index,stamp_ns,case,arm,truth_x,truth_y,truth_visible,oracle_error_px,correct_recovery,continuation_raw_observations,continuation_output_observations,termination_reason,visual_identity,paired_category,continuation_scope,termination_raw_index
140,699.0,597.0,1,backward_fail,True,False,fb_fail,704.586181640625,593.2749633789062,,,0,19.944732666015625,0.9825429320335388,controlled,A02,0,,small,C,704.5486883598205,593.1126383256518,True,,False,,,single_pair_control,,,,
239,405.0,602.0,1,backward_fail,True,False,fb_fail,410.5531311035156,600.6439819335938,,,0,18.36301040649414,0.6969963312149048,controlled,A02,0,,small,C,410.6035156564459,600.6780493774946,False,,False,,,single_pair_control,,,,
253,335.0,604.0,1,ncc_fail,True,False,ncc_fail,340.5359191894531,603.3064575195312,,,0,0.45978474617004395,0.0,controlled,A02,0,,small,C,340.62363411295064,603.2888307085091,False,,False,,,single_pair_control,,,,
261,672.0,599.0,1,backward_fail,True,False,fb_fail,677.444580078125,595.478515625,,,0,1.9508317708969116,0.9797019362449646,controlled,A02,0,,small,C,677.5671695080846,595.3481786302362,True,,False,,,single_pair_control,,,,
140,699.0,597.0,1,backward_fail,False,False,mixed_motion_or_outliers,,,,,17,,,controlled,A02,0,,small,L,704.5486883598205,593.1126383256518,True,,False,,,single_pair_control,,,,
239,405.0,602.0,1,backward_fail,False,False,mixed_motion_or_outliers,,,,,17,,,controlled,A02,0,,small,L,410.6035156564459,600.6780493774946,False,,False,,,single_pair_control,,,,
253,335.0,604.0,1,ncc_fail,False,False,mixed_motion_or_outliers,,,,,15,,,controlled,A02,0,,small,L,340.62363411295064,603.2888307085091,False,,False,,,single_pair_control,,,,
261,672.0,599.0,1,backward_fail,False,False,outside_support_hull,,,,,20,,,controlled,A02,0,,small,L,677.5671695080846,595.3481786302362,True,,False,,,single_pair_control,,,,
0,642.0,321.0,1,fb_fail,True,True,accepted,725.844482421875,261.8712463378906,,,0,0.008487178944051266,0.9908698201179504,controlled,A02,0,,large,C,725.9769995945964,262.05580732290207,True,0.22720818263094023,True,,,single_pair_control,,,,
1,698.0,385.0,1,fb_fail,True,False,backward_fail,787.5120849609375,323.0469970703125,,,0,467.68328857421875,0.9816632270812988,controlled,A02,0,,large,C,787.511560751454,323.192298743599,True,,False,,,single_pair_control,,,,
2,614.0,243.0,1,fb_fail,True,True,accepted,692.1806640625,184.7487030029297,,,0,0.03369688242673874,0.9841099381446838,controlled,A02,0,,large,C,691.9367452680932,184.68185637436272,True,0.2529127320156779,True,,,single_pair_control,,,,
3,666.0,262.0,1,fb_fail,True,True,accepted,746.4647216796875,200.21347045898438,,,0,0.009456510655581951,0.9765076637268066,controlled,A02,0,,large,C,746.1994229550354,200.31476430100972,True,0.2839786184456228,True,,,single_pair_control,,,,
5,735.0,280.0,1,fb_fail,True,True,accepted,817.5840454101562,213.83673095703125,,,0,0.00980236753821373,0.9836345911026001,controlled,A02,0,,large,C,817.6887096702641,213.72057964166854,True,0.1563513204434393,True,,,single_pair_control,,,,
6,716.0,394.0,1,fb_fail,True,False,backward_fail,806.496337890625,331.1246643066406,,,0,465.17822265625,0.9845027923583984,controlled,A02,0,,large,C,806.4672011431956,331.06920786704205,True,,False,,,single_pair_control,,,,
8,597.0,204.0,1,fb_fail,True,True,accepted,672.1566162109375,146.23455810546875,,,0,0.034194838255643845,0.9964162111282349,controlled,A02,0,,large,C,671.8640721110465,146.20833570975006,True,0.2937169801326441,True,,,single_pair_control,,,,
9,622.0,454.0,1,backward_fail,True,False,backward_fail,715.10205078125,398.9373779296875,,,0,404.3940124511719,0.9922330379486084,controlled,A02,0,,large,C,715.0898561974241,398.80837844553,True,,False,,,single_pair_control,,,,
10,681.0,322.0,1,fb_fail,True,True,accepted,765.6134643554688,260.1645812988281,,,0,0.02648989111185074,0.9823087453842163,controlled,A02,0,,large,C,765.7312491171513,260.2984101286258,True,0.17827901101817645,True,,,single_pair_control,,,,
11,692.0,414.0,1,fb_fail,True,False,backward_fail,783.7435302734375,352.8392028808594,,,0,443.7280578613281,0.9658882021903992,controlled,A02,0,,large,C,783.4698652572152,353.1271529695986,True,,False,,,single_pair_control,,,,
12,655.0,302.0,1,fb_fail,True,True,accepted,738.1176147460938,241.7930908203125,,,0,0.038083162158727646,0.986609160900116,controlled,A02,0,,large,C,737.8528184398805,241.79804518701965,True,0.26484265051849365,True,,,single_pair_control,,,,
13,780.0,385.0,1,fb_fail,True,False,backward_fail,871.09765625,317.3481750488281,,,0,470.0151672363281,0.9782098531723022,controlled,A02,0,,large,C,870.9478179151857,317.35786727964035,True,,False,,,single_pair_control,,,,
14,742.0,340.0,1,fb_fail,True,True,accepted,829.3200073242188,274.1998596191406,,,0,0.008685722947120667,0.9821949005126953,controlled,A02,0,,large,C,829.0804131822596,274.2734382950367,True,0.2506375359114754,True,,,single_pair_control,,,,
15,655.0,494.0,1,fb_fail,True,False,backward_fail,751.718994140625,437.00408935546875,,,0,378.3664245605469,0.985987663269043,controlled,A02,0,,large,C,751.51392625793,437.16098878990357,True,,False,,,single_pair_control,,,,
16,570.0,297.0,1,fb_fail,True,True,accepted,650.9015502929688,242.3642578125,,,0,0.038711220026016235,0.9739866256713867,controlled,A02,0,,large,C,651.0082572662587,242.7583548043102,True,0.4082876646465687,True,,,single_pair_control,,,,
17,819.0,166.0,1,fb_fail,True,False,forward_fail,916.9912109375,-277.9405517578125,,,0,454.62677001953125,0.0,controlled,A02,0,,large,C,895.0487147295588,91.74709720705954,True,,False,,,single_pair_control,,,,
18,712.0,482.0,1,fb_fail,True,False,backward_fail,808.2188720703125,421.1572265625,,,0,371.71563720703125,0.9897094368934631,controlled,A02,0,,large,C,808.6584809014081,420.8951634312399,True,,False,,,single_pair_control,,,,
19,661.0,555.0,1,backward_fail,True,False,backward_fail,762.2652587890625,498.9066467285156,,,0,311.7436828613281,0.9968833923339844,controlled,A02,0,,large,C,761.9592660418797,498.8025143777558,True,,False,,,single_pair_control,,,,
21,595.0,333.0,1,fb_fail,True,True,accepted,678.983642578125,277.5686950683594,,,0,0.029664985835552216,0.9594660997390747,controlled,A02,0,,large,C,679.0075982637686,277.6101166493757,True,0.047849997372491425,True,,,single_pair_control,,,,
22,763.0,315.0,1,fb_fail,True,True,accepted,848.6002197265625,247.24488830566406,,,0,0.029398059472441673,0.9775371551513672,controlled,A02,0,,large,C,848.6694450583498,247.34137134581206,True,0.11874815197407435,True,,,single_pair_control,,,,
23,576.0,416.0,1,fb_fail,True,False,backward_fail,665.4840698242188,363.2342834472656,,,0,446.2491455078125,0.9700654745101929,controlled,A02,0,,large,C,665.5803900369108,363.41576960553357,True,,False,,,single_pair_control,,,,
24,732.0,414.0,1,fb_fail,True,False,backward_fail,824.2806396484375,350.20660400390625,,,0,442.2016296386719,0.9828752875328064,controlled,A02,0,,large,C,824.170478507816,350.2810888408383,True,,False,,,single_pair_control,,,,
25,592.0,120.0,1,fb_fail,True,False,forward_fail,649.7216796875,-253.97918701171875,,,0,378.4075012207031,0.0,controlled,A02,0,,large,C,660.7997607843248,61.09280589958335,True,,False,,,single_pair_control,,,,
27,708.0,278.0,1,fb_fail,True,True,accepted,790.2780151367188,213.69064331054688,,,0,0.006329142488539219,0.9809846878051758,controlled,A02,0,,large,C,790.0734925196704,213.60664226605172,True,0.2211010546347443,True,,,single_pair_control,,,,
28,808.0,370.0,1,fb_fail,True,True,accepted,898.2635498046875,300.4896545410156,,,0,0.017079077661037445,0.9743539094924927,controlled,A02,0,,large,C,898.3709731423212,300.10289242053284,True,0.4014034271262549,True,,,single_pair_control,,,,
29,666.0,239.0,1,fb_fail,True,True,accepted,744.376953125,176.6360626220703,,,0,0.025579525157809258,0.959164559841156,controlled,A02,0,,large,C,744.5629360809983,176.91191168191423,True,0.33268959066768156,True,,,single_pair_control,,,,
30,637.0,172.0,1,fb_fail,True,True,accepted,710.7721557617188,110.57439422607422,,,0,0.01653151586651802,0.9756162166595459,controlled,A02,0,,large,C,710.2878340586392,110.80178098050908,True,0.5350441553426256,True,,,single_pair_control,,,,
31,561.0,471.0,1,backward_fail,True,False,backward_fail,654.2296142578125,420.4252014160156,,,0,383.8191833496094,0.9679210782051086,controlled,A02,0,,large,C,654.2309982449809,420.44638687339483,True,,False,,,single_pair_control,,,,
32,605.0,349.0,1,fb_fail,True,True,accepted,690.3076782226562,293.4181213378906,,,0,0.03553400933742523,0.9806762337684631,controlled,A02,0,,large,C,690.3211772279229,293.178845917426,True,0.23965589911730797,True,,,single_pair_control,,,,
33,622.0,435.0,1,backward_fail,True,False,backward_fail,713.6927490234375,379.52862548828125,,,0,428.1041259765625,0.947296679019928,controlled,A02,0,,large,C,713.7379757362629,379.4755871514946,True,,False,,,single_pair_control,,,,
34,730.0,525.0,1,fb_fail,True,False,backward_fail,830.0162353515625,463.1759948730469,,,0,325.9779968261719,0.9951707720756531,controlled,A02,0,,large,C,830.0332758025958,463.36759381769366,True,,False,,,single_pair_control,,,,
35,707.0,368.0,1,fb_fail,True,True,accepted,795.8189086914062,305.20135498046875,,,0,0.02299027144908905,0.9710614681243896,controlled,A02,0,,large,C,795.4596214781161,305.2541736831226,True,0.36314889093019753,True,,,single_pair_control,,,,
36,400.0,340.0,1,fb_fail,True,True,accepted,481.128173828125,298.53839111328125,,,0,0.008305996656417847,0.9729066491127014,controlled,A02,0,,large,C,481.09016988962253,298.60728659593735,True,0.07868218903994047,True,,,single_pair_control,,,,
37,654.0,401.0,1,fb_fail,True,False,backward_fail,743.7415771484375,342.6239929199219,,,0,450.84661865234375,0.9829755425453186,controlled,A02,0,,large,C,743.8793118272972,342.60321458547565,True,,False,,,single_pair_control,,,,
38,677.0,223.0,1,fb_fail,True,True,accepted,754.6449584960938,159.82009887695312,,,0,0.008576742373406887,0.9678390026092529,controlled,A02,0,,large,C,754.6171790734094,159.8489987462648,True,0.04008614188107595,True,,,single_pair_control,,,,
40,743.0,367.0,1,fb_fail,True,True,accepted,832.0742797851562,301.5562438964844,,,0,0.018802717328071594,0.9735878109931946,controlled,A02,0,,large,C,832.0190218004378,301.6752006359733,True,0.1311645940983064,True,,,single_pair_control,,,,
41,559.0,377.0,1,fb_fail,True,False,backward_fail,645.6513061523438,324.6632995605469,,,0,445.9141845703125,0.9794669151306152,controlled,A02,0,,large,C,645.5077168798641,324.94224894092093,True,,False,,,single_pair_control,,,,
43,618.0,402.0,1,fb_fail,True,False,backward_fail,707.4586181640625,346.2056884765625,,,0,449.62518310546875,0.9811347723007202,controlled,A02,0,,large,C,707.3199115049755,346.18218763262496,True,,False,,,single_pair_control,,,,
44,789.0,410.0,1,fb_fail,True,False,backward_fail,881.844482421875,342.0837097167969,,,0,453.9473571777344,0.9894388318061829,controlled,A02,0,,large,C,881.8842459770461,342.1553861322948,True,,False,,,single_pair_control,,,,
45,577.0,156.0,1,fb_fail,True,True,accepted,648.0228271484375,98.69972229003906,,,0,0.003232703311368823,0.9910674095153809,controlled,A02,0,,large,C,648.0984885312338,98.79063187340921,True,0.11827593667005885,True,,,single_pair_control,,,,
46,579.0,383.0,1,fb_fail,True,False,backward_fail,666.2305908203125,329.9210510253906,,,0,471.1513366699219,0.9747164845466614,controlled,A02,0,,large,C,666.2849331244786,329.62430886413085,True,,False,,,single_pair_control,,,,
47,662.0,199.0,1,fb_fail,True,True,accepted,737.5011596679688,136.31427001953125,,,0,0.012337040156126022,0.9337257146835327,controlled,A02,0,,large,C,737.646810627178,136.49590484418945,True,0.23282055632434662,True,,,single_pair_control,,,,
48,470.0,385.0,1,fb_fail,True,False,backward_fail,555.48681640625,339.3553466796875,,,0,411.5163879394531,0.9697776436805725,controlled,A02,0,,large,C,555.5180652230293,339.4148642775328,True,,False,,,single_pair_control,,,,
50,660.0,356.0,1,fb_fail,True,True,accepted,746.8455810546875,296.4049377441406,,,0,0.006309098564088345,0.9880425930023193,controlled,A02,0,,large,C,746.7825816700321,296.3881150592357,True,0.0652067879470596,True,,,single_pair_control,,,,
51,547.0,395.0,1,fb_fail,True,False,backward_fail,634.710205078125,344.08746337890625,,,0,465.8169250488281,0.9512038230895996,controlled,A02,0,,large,C,634.5782617626261,344.11134414231935,True,,False,,,single_pair_control,,,,
52,670.0,442.0,1,backward_fail,True,False,backward_fail,762.863037109375,383.072021484375,,,0,415.0201721191406,0.9908726215362549,controlled,A02,0,,large,C,763.076772859517,383.1829175158374,True,,False,,,single_pair_control,,,,
53,529.0,431.0,1,forward_fail,True,False,backward_fail,618.7947387695312,381.78857421875,,,0,428.66741943359375,0.9822432994842529,controlled,A02,0,,large,C,618.8244435157399,382.02262492580223,True,,False,,,single_pair_control,,,,
54,641.0,359.0,1,fb_fail,True,True,accepted,727.4749145507812,300.8150939941406,,,0,0.026034070178866386,0.9577925801277161,controlled,A02,0,,large,C,727.6632451856536,300.7925415141919,True,0.18967615132977028,True,,,single_pair_control,,,,
55,595.0,148.0,1,fb_fail,True,False,forward_fail,659.4137573242188,-128.20030212402344,,,0,217.2087860107422,0.0,controlled,A02,0,,large,C,665.8445516682522,89.36978036534691,True,,False,,,single_pair_control,,,,
56,737.0,249.0,1,fb_fail,True,True,accepted,817.5657958984375,182.1035614013672,,,0,0.02432326041162014,0.9654847383499146,controlled,A02,0,,large,C,817.5180406330048,182.0353011660149,True,0.08330681308808996,True,,,single_pair_control,,,,
57,752.0,300.0,1,fb_fail,True,True,accepted,836.52587890625,232.90484619140625,,,0,0.010939604602754116,0.9863206744194031,controlled,A02,0,,large,C,836.4095023661495,232.86130901224584,True,0.12425371243957413,True,,,single_pair_control,,,,
59,775.0,566.0,1,backward_fail,True,False,backward_fail,878.7161254882812,501.52972412109375,,,0,304.9941711425781,0.9939160346984863,controlled,A02,0,,large,C,878.7386814415011,501.8839002547041,True,,False,,,single_pair_control,,,,
60,817.0,323.0,1,fb_fail,True,True,accepted,904.1392822265625,251.57662963867188,,,0,0.023084143176674843,0.9876343607902527,controlled,A02,0,,large,C,904.184485772413,251.63930742210582,True,0.07727784348475249,True,,,single_pair_control,,,,
61,637.0,200.0,1,fb_fail,True,True,accepted,711.966796875,139.25428771972656,,,0,0.0160109493881464,0.983618438243866,controlled,A02,0,,large,C,712.2800789487713,139.29221025592966,True,0.31556897264869244,True,,,single_pair_control,,,,
62,559.0,265.0,1,fb_fail,True,True,accepted,637.5933837890625,210.71043395996094,,,0,0.03650376945734024,0.9518471956253052,controlled,A02,0,,large,C,637.5387373193353,210.9805318392386,True,0.2755705010409215,True,,,single_pair_control,,,,
63,758.0,413.0,1,fb_fail,True,False,backward_fail,850.5340576171875,347.606201171875,,,0,453.2443542480469,0.9530349969863892,controlled,A02,0,,large,C,850.5547255174876,347.4136318258791,True,,False,,,single_pair_control,,,,
64,636.0,284.0,1,fb_fail,True,False,identity_collision,716.9095458984375,224.97312927246094,,,0,0.03369146212935448,0.9902638792991638,controlled,A02,0,,large,C,717.239298287903,224.8346496854104,True,,False,,,single_pair_control,,,,
65,685.0,363.0,1,fb_fail,True,True,accepted,772.677490234375,301.6325378417969,,,0,0.03467727452516556,0.9736024141311646,controlled,A02,0,,large,C,772.7185261741906,301.73193229761563,True,0.10753234957006227,True,,,single_pair_control,,,,
66,808.0,352.0,1,fb_fail,True,True,accepted,897.0830078125,282.0361328125,,,0,0.03837491571903229,0.9888308048248291,controlled,A02,0,,large,C,897.0902442843791,281.78761645776245,True,0.24862169072165596,True,,,single_pair_control,,,,
69,683.0,276.0,1,ncc_fail,True,True,accepted,764.412109375,213.4579620361328,,,0,0.03153255954384804,0.9590024352073669,controlled,A02,0,,large,C,764.493306031607,213.35040168399686,True,0.13476693361413225,True,,,single_pair_control,,,,
71,583.0,444.0,1,backward_fail,True,False,backward_fail,674.5736083984375,391.51397705078125,,,0,417.6322021484375,0.9247297048568726,controlled,A02,0,,large,C,674.6952422458982,391.4081376584211,True,,False,,,single_pair_control,,,,
72,739.0,439.0,1,fb_fail,True,False,backward_fail,833.3046875,375.3841247558594,,,0,433.3030700683594,0.9945135116577148,controlled,A02,0,,large,C,833.0718759071464,375.2209108999308,True,,False,,,single_pair_control,,,,
73,835.0,422.0,1,fb_fail,True,False,forward_fail,1048.651611328125,353.79449462890625,,,0,459.8819274902344,0.0,controlled,A02,0,,large,C,929.5437704538652,351.09259635940066,True,,False,,,single_pair_control,,,,
74,573.0,104.0,1,fb_fail,True,False,forward_fail,640.1453247070312,-265.4965515136719,,,0,375.5478820800781,0.0,controlled,A02,0,,large,C,640.3285438387853,46.16444106050417,True,,False,,,single_pair_control,,,,
75,599.0,394.0,1,fb_fail,True,False,backward_fail,687.5884399414062,339.3948669433594,,,0,466.4093322753906,0.8911542892456055,controlled,A02,0,,large,C,687.4179073851881,339.3939454436659,True,,False,,,single_pair_control,,,,
76,603.0,312.0,1,ncc_fail,True,True,accepted,685.491455078125,255.84713745117188,,,0,0.028930358588695526,0.9321489930152893,controlled,A02,0,,large,C,685.6535372462896,255.67308186705824,True,0.23783602670343224,True,,,single_pair_control,,,,
77,517.0,194.0,1,fb_fail,True,True,accepted,589.5968017578125,141.47430419921875,,,0,0.005380189511924982,0.9234725832939148,controlled,A02,0,,large,C,589.7513295776549,141.72531065462047,True,0.29475937263909124,True,,,single_pair_control,,,,
78,710.0,329.0,1,fb_fail,True,True,accepted,795.5803833007812,265.3525085449219,,,0,0.02999808080494404,0.9663998484611511,controlled,A02,0,,large,C,795.7372549463698,265.35762095412974,True,0.15695492957399562,True,,,single_pair_control,,,,
79,602.0,489.0,1,fb_fail,True,False,backward_fail,696.8975219726562,435.8179931640625,,,0,371.7900390625,0.9830574989318848,controlled,A02,0,,large,C,697.229855684789,435.84444710418586,True,,False,,,single_pair_control,,,,
81,746.0,396.0,1,fb_fail,True,False,backward_fail,837.2055053710938,331.0645751953125,,,0,460.7581481933594,0.9876839518547058,controlled,A02,0,,large,C,837.1349642875841,330.96969043300186,True,,False,,,single_pair_control,,,,
82,613.0,195.0,1,fb_fail,True,True,accepted,687.7108764648438,135.86688232421875,,,0,0.07595113664865494,0.9779283404350281,controlled,A02,0,,large,C,687.5039529823158,135.91227207686075,True,0.21184323748090841,True,,,single_pair_control,,,,
