window_id,arm,repeat,config_path,config_sha256,camera_path,camera_sha256,vins_node_sha256,source_contract,window_same_backend_config,status
a06_s000_d045,klt,1,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,klt,2,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,klt,3,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,splg,1,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,splg,2,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,splg,3,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,xfeat_seed,1,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,xfeat_seed,2,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s000_d045,xfeat_seed,3,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
a06_s045_d045,klt,1,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s045_d045/vins_same_backend.yaml,eeb48b1fbc3d60c54ace8db0792d371388190f661909436d37d7523852b21e39,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s045_d045/aqualoc_archaeo06_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,PASS,COMPLETE
