timestamp,reference_valid,B1_valid,common_valid,segment_id
1523968847.862047,1,0,0,-1
1523968848.362047,1,0,0,-1
1523968848.862047,1,0,0,-1
1523968849.362047,1,0,0,-1
1523968849.862047,1,0,0,-1
1523968850.362047,1,0,0,-1
1523968850.862047,1,0,0,-1
1523968851.362047,1,0,0,-1
1523968851.862047,1,1,1,0
1523968852.362047,1,1,1,0
1523968852.862047,1,1,1,0
1523968853.362047,1,1,1,0
1523968853.862047,1,1,1,0
1523968854.362047,1,1,1,0
1523968854.862047,1,1,1,0
1523968855.362047,1,1,1,0
1523968855.862047,1,1,1,0
1523968856.362047,1,1,1,0
1523968856.862047,1,1,1,0
1523968857.362047,1,1,1,0
1523968857.862047,1,1,1,0
1523968858.362047,1,1,1,0
1523968858.862047,1,1,1,0
1523968859.362047,1,1,1,0
1523968859.862047,1,1,1,0
1523968860.362047,1,1,1,0
1523968860.862047,1,1,1,0
1523968861.362047,1,1,1,0
1523968861.862047,1,1,1,0
1523968862.362047,1,1,1,0
1523968862.862047,1,1,1,0
1523968863.362047,1,1,1,0
1523968863.862047,1,1,1,0
1523968864.362047,1,1,1,0
1523968864.862047,1,1,1,0
1523968865.362047,1,1,1,0
1523968865.862047,1,1,1,0
1523968866.362047,1,1,1,0
1523968866.862047,1,1,1,0
1523968867.362047,1,1,1,0
1523968867.862047,1,1,1,0
1523968868.362047,1,1,1,0
1523968868.862047,1,1,1,0
1523968869.362047,1,1,1,0
1523968869.862047,1,1,1,0
1523968870.362047,1,1,1,0
1523968870.862047,1,1,1,0
1523968871.362047,1,1,1,0
1523968871.862047,1,1,1,0
1523968872.362047,1,1,1,0
1523968872.862047,1,1,1,0
1523968873.362047,1,1,1,0
1523968873.862047,1,1,1,0
1523968874.362047,1,1,1,0
1523968874.862047,1,1,1,0
1523968875.362047,1,1,1,0
1523968875.862047,1,1,1,0
1523968876.362047,1,1,1,0
1523968876.862047,1,1,1,0
1523968877.362047,1,1,1,0
1523968877.862047,1,1,1,0
1523968878.362047,1,1,1,0
1523968878.862047,1,1,1,0
1523968879.362047,1,1,1,0
1523968879.862047,1,1,1,0
1523968880.362047,1,1,1,0
1523968880.862047,1,1,1,0
1523968881.362047,1,1,1,0
1523968881.862047,1,1,1,0
1523968882.362047,1,1,1,0
1523968882.862047,1,1,1,0
1523968883.362047,1,1,1,0
1523968883.862047,1,1,1,0
1523968884.362047,1,1,1,0
1523968884.862047,1,1,1,0
1523968885.362047,1,1,1,0
1523968885.862047,1,1,1,0
1523968886.362047,1,1,1,0
1523968886.862047,1,1,1,0
1523968887.362047,1,1,1,0
1523968887.862047,1,1,1,0
1523968888.362047,1,1,1,0
1523968888.862047,1,1,1,0
1523968889.362047,1,1,1,0
1523968889.862047,1,1,1,0
1523968890.362047,1,1,1,0
1523968890.862047,1,1,1,0
1523968891.362047,1,1,1,0
1523968891.862047,1,1,1,0
1523968892.362047,1,1,1,0
1523968892.862047,1,0,0,-1
