start_frame,end_frame,samples,texture_median,quality_median,grid_texture_median,flat_region_median,degradation_median
0,400,4,0.7805393082754952,0.6686086760099748,0.7291666666666666,0.27083333333333337,0.33139132399002524
400,800,4,0.7927702495029993,0.6810094623712456,0.7708333333333333,0.22916666666666669,0.3189905376287544
800,1200,4,0.7859435762677873,0.6781054061288438,0.75,0.25,0.3218945938711561
1200,1600,4,0.9486343520028251,0.7456112275146554,0.8333333333333334,0.16666666666666666,0.2543887724853447
1600,2000,4,1.0,0.7903366074852299,0.8333333333333333,0.16666666666666669,0.20966339251477006
2000,2400,4,1.0,0.7944938018391017,0.7916666666666666,0.20833333333333334,0.20550619816089827
2400,2800,4,1.0,0.7814118213734736,0.6875,0.3125,0.21858817862652635
2800,3200,4,1.0,0.770534447883754,0.5833333333333333,0.4166666666666667,0.22946555211624597
3200,3600,4,0.7084583554949079,0.6462023669869715,0.4375,0.5625,0.35379763301302847
3600,4000,4,0.6461800507136755,0.6158603341844285,0.45833333333333337,0.5416666666666666,0.38413966581557146
4000,4400,4,0.5310212544032505,0.5647167772421967,0.3125,0.6875,0.4352832227578033
4400,4800,4,0.3576572452272687,0.47692311772019713,0.20833333333333331,0.7916666666666667,0.5230768822798029
4800,5200,4,0.35467868191855295,0.4754875385365914,0.29166666666666663,0.7083333333333334,0.5245124614634086
5200,5600,4,0.3153097629547119,0.4620389258037574,0.1875,0.8125,0.5379610741962426
5600,6000,4,0.2829172781535557,0.4352117179207579,0.16666666666666663,0.8333333333333334,0.564788282079242
6000,6400,4,0.2509235739707947,0.42818826820216593,0.04166666666666663,0.9583333333333334,0.5718117317978341
6400,6800,4,0.3264011655535017,0.46136290020930937,0.1875,0.8125,0.5386370997906906
6800,7200,4,0.33847885472433903,0.46992456040957314,0.20833333333333337,0.7916666666666666,0.5300754395904269
7200,7600,4,0.3034086397715977,0.4522057164976027,0.20833333333333337,0.7916666666666666,0.5477942835023973
7600,8000,4,0.29183684076581684,0.45331928353453477,0.16666666666666663,0.8333333333333334,0.5466807164654652
8000,8400,4,0.27375269787652157,0.4436310590929735,0.0625,0.9375,0.5563689409070265
8400,8800,4,0.4970148290906634,0.5410914464289454,0.4375,0.5625,0.4589085535710547
8800,9200,4,0.3108466693333217,0.46933784552354807,0.20833333333333337,0.7916666666666666,0.530662154476452
9200,9600,4,0.3338351249694824,0.47546737784790283,0.22916666666666669,0.7708333333333333,0.5245326221520972
9600,10000,4,0.44297921657562256,0.5287397114873253,0.4791666666666667,0.5208333333333333,0.4712602885126746
10000,10400,4,0.5088121891021729,0.5597061590728902,0.4166666666666667,0.5833333333333333,0.44029384092710977
10400,10800,4,0.6693614891597203,0.6338434008608687,0.625,0.375,0.3661565991391313
10800,11200,4,0.9716839449746268,0.765081486267613,0.7083333333333333,0.2916666666666667,0.23491851373238698
11200,11600,4,0.8435836860111781,0.669101499240506,0.5625,0.4375,0.330898500759494
11600,12000,4,0.730424063546317,0.6293943939305365,0.5416666666666667,0.4583333333333333,0.37060560606946347
12000,12400,4,0.6573987688337053,0.5933734400368862,0.5,0.5,0.40662655996311386
12400,12800,4,0.5968411139079502,0.5659952908017265,0.5625,0.4375,0.4340047091982735
12800,13200,4,0.46863603591918945,0.4236728657478467,0.5,0.5,0.5763271342521533
13200,13600,4,0.5309217997959682,0.524062557187698,0.5416666666666667,0.4583333333333333,0.475937442812302
13600,14000,4,0.5833009651729039,0.5545787418865731,0.5416666666666667,0.4583333333333333,0.44542125811342687
14000,14400,4,0.3538016762052264,0.4460459553508318,0.22916666666666669,0.7708333333333333,0.5539540446491682
14400,14800,4,0.3851645333426339,0.4624208739630373,0.22916666666666663,0.7708333333333334,0.5375791260369627
14800,15200,4,0.49367691789354595,0.5376561091006524,0.4583333333333333,0.5416666666666667,0.46234389089934763
15200,15600,4,0.6640971388135637,0.5920961802283562,0.7083333333333333,0.2916666666666667,0.4079038197716438
15600,16000,4,1.0,0.7721984412047225,0.7708333333333333,0.22916666666666669,0.22780155879527747
16000,16400,4,1.0,0.7916961438834103,0.7708333333333333,0.22916666666666669,0.20830385611658975
16400,16800,4,0.9335852691105434,0.7337205044714977,0.6458333333333334,0.35416666666666663,0.2662794955285023
16800,17200,4,0.5019511495317732,0.5463512109095348,0.45833333333333337,0.5416666666666666,0.4536487890904652
17200,17600,4,0.3957327093396868,0.4974658969296245,0.33333333333333337,0.6666666666666666,0.5025341030703756
