timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1542888946.0386305,1,0,0,0,0,-1
1542888947.0386305,1,0,0,0,0,-1
1542888948.0386305,1,0,0,0,0,-1
1542888949.0386305,1,0,0,0,0,-1
1542888950.0386305,1,1,1,1,1,0
1542888951.0386305,1,1,1,1,1,0
1542888952.0386305,1,1,1,1,1,0
1542888953.0386305,1,1,1,1,1,0
1542888954.0386305,1,1,1,1,1,0
1542888955.0386305,1,1,1,1,1,0
1542888956.0386305,1,1,1,1,1,0
1542888957.0386305,1,1,1,1,1,0
1542888958.0386305,1,1,1,1,1,0
1542888959.0386305,1,1,1,1,1,0
1542888960.0386305,1,1,1,1,1,0
1542888961.0386305,1,1,1,1,1,0
1542888962.0386305,1,1,1,1,1,0
1542888963.0386305,1,1,1,1,1,0
1542888964.0386305,1,1,1,1,1,0
1542888965.0386305,1,1,1,1,1,0
