timestamp,reference_valid,B1_valid,common_valid,segment_id
1523969609.4470043,1,0,0,-1
1523969609.9470043,1,0,0,-1
1523969610.4470043,1,0,0,-1
1523969610.9470043,1,1,1,0
1523969611.4470043,1,1,1,0
1523969611.9470043,1,1,1,0
1523969612.4470043,1,1,1,0
1523969612.9470043,1,1,1,0
1523969613.4470043,1,1,1,0
1523969613.9470043,1,1,1,0
1523969614.4470043,1,1,1,0
1523969614.9470043,1,1,1,0
1523969615.4470043,1,1,1,0
1523969615.9470043,1,1,1,0
1523969616.4470043,1,1,1,0
1523969616.9470043,1,1,1,0
1523969617.4470043,1,1,1,0
1523969617.9470043,1,1,1,0
1523969618.4470043,1,1,1,0
1523969618.9470043,1,1,1,0
1523969619.4470043,1,1,1,0
1523969619.9470043,1,1,1,0
1523969620.4470043,1,1,1,0
1523969620.9470043,1,1,1,0
1523969621.4470043,1,1,1,0
1523969621.9470043,1,1,1,0
1523969622.4470043,1,1,1,0
1523969622.9470043,1,1,1,0
1523969623.4470043,1,1,1,0
1523969623.9470043,1,1,1,0
1523969624.4470043,1,1,1,0
1523969624.9470043,1,1,1,0
1523969625.4470043,1,1,1,0
1523969625.9470043,1,1,1,0
1523969626.4470043,1,1,1,0
1523969626.9470043,1,1,1,0
1523969627.4470043,1,1,1,0
1523969627.9470043,1,1,1,0
1523969628.4470043,1,1,1,0
1523969628.9470043,1,1,1,0
1523969629.4470043,1,1,1,0
1523969629.9470043,1,1,1,0
1523969630.4470043,1,1,1,0
1523969630.9470043,1,1,1,0
1523969631.4470043,1,1,1,0
1523969631.9470043,1,1,1,0
1523969632.4470043,1,1,1,0
1523969632.9470043,1,1,1,0
1523969633.4470043,1,1,1,0
1523969633.9470043,1,1,1,0
1523969634.4470043,1,1,1,0
1523969634.9470043,1,1,1,0
1523969635.4470043,1,1,1,0
1523969635.9470043,1,1,1,0
1523969636.4470043,1,1,1,0
1523969636.9470043,1,1,1,0
1523969637.4470043,1,1,1,0
1523969637.9470043,1,1,1,0
1523969638.4470043,1,1,1,0
1523969638.9470043,1,1,1,0
1523969639.4470043,1,1,1,0
1523969639.9470043,1,1,1,0
1523969640.4470043,1,1,1,0
1523969640.9470043,1,1,1,0
1523969641.4470043,1,1,1,0
1523969641.9470043,1,1,1,0
1523969642.4470043,1,1,1,0
1523969642.9470043,1,1,1,0
1523969643.4470043,1,1,1,0
1523969643.9470043,1,1,1,0
1523969644.4470043,1,1,1,0
1523969644.9470043,1,1,1,0
1523969645.4470043,1,1,1,0
1523969645.9470043,1,1,1,0
1523969646.4470043,1,1,1,0
1523969646.9470043,1,1,1,0
1523969647.4470043,1,1,1,0
1523969647.9470043,1,1,1,0
1523969648.4470043,1,1,1,0
1523969648.9470043,1,1,1,0
1523969649.4470043,1,1,1,0
1523969649.9470043,1,1,1,0
1523969650.4470043,1,1,1,0
1523969650.9470043,1,1,1,0
1523969651.4470043,1,1,1,0
1523969651.9470043,1,1,1,0
1523969652.4470043,1,1,1,0
1523969652.9470043,1,1,1,0
1523969653.4470043,1,1,1,0
1523969653.9470043,1,1,1,0
1523969654.4470043,1,0,0,-1
