timestamp,reference_valid,B1_valid,common_valid,segment_id
1542827926.8270183,1,0,0,-1
1542827927.8270183,1,0,0,-1
1542827928.8270183,1,0,0,-1
1542827929.8270183,1,1,1,0
1542827930.8270183,1,1,1,0
1542827931.8270183,1,1,1,0
1542827932.8270183,1,1,1,0
1542827933.8270183,1,1,1,0
1542827934.8270183,1,1,1,0
1542827935.8270183,1,1,1,0
1542827936.8270183,1,1,1,0
1542827937.8270183,1,1,1,0
1542827938.8270183,1,1,1,0
1542827939.8270183,1,1,1,0
1542827940.8270183,1,1,1,0
1542827941.8270183,1,1,1,0
1542827942.8270183,1,1,1,0
1542827943.8270183,1,1,1,0
1542827944.8270183,1,1,1,0
1542827945.8270183,1,1,1,0
1542827946.8270183,1,1,1,0
1542827947.8270183,1,1,1,0
1542827948.8270183,1,1,1,0
1542827949.8270183,1,1,1,0
1542827950.8270183,1,1,1,0
1542827951.8270183,1,1,1,0
1542827952.8270183,1,1,1,0
1542827953.8270183,1,1,1,0
1542827954.8270183,1,1,1,0
1542827955.8270183,1,1,1,0
1542827956.8270183,1,1,1,0
1542827957.8270183,1,1,1,0
1542827958.8270183,1,1,1,0
1542827959.8270183,1,1,1,0
1542827960.8270183,1,1,1,0
1542827961.8270183,1,1,1,0
1542827962.8270183,1,1,1,0
1542827963.8270183,1,1,1,0
1542827964.8270183,1,1,1,0
1542827965.8270183,1,1,1,0
1542827966.8270183,1,1,1,0
1542827967.8270183,1,1,1,0
1542827968.8270183,1,1,1,0
1542827969.8270183,1,1,1,0
1542827970.8270183,1,1,1,0
