timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1542884252.1253123,1,0,0,0,0,-1
1542884253.1253123,1,0,0,0,0,-1
1542884254.1253123,1,0,0,0,0,-1
1542884255.1253123,1,0,0,0,0,-1
1542884256.1253123,1,0,0,0,0,-1
1542884257.1253123,1,1,1,1,1,0
1542884258.1253123,1,1,1,1,1,0
1542884259.1253123,1,1,1,1,1,0
1542884260.1253123,1,1,1,1,1,0
1542884261.1253123,1,1,1,1,1,0
1542884262.1253123,1,1,1,1,1,0
1542884263.1253123,1,1,1,1,1,0
1542884264.1253123,1,1,1,1,1,0
1542884265.1253123,1,1,1,1,1,0
1542884266.1253123,1,1,1,1,1,0
1542884267.1253123,1,1,1,1,1,0
1542884268.1253123,1,1,1,1,1,0
1542884269.1253123,1,1,1,1,1,0
1542884270.1253123,1,1,1,1,1,0
1542884271.1253123,1,1,1,1,1,0
