timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1542829221.6664534,1,0,0,0,0,-1
1542829222.6664534,1,0,0,0,0,-1
1542829223.6664534,1,0,0,0,0,-1
1542829224.6664534,1,0,0,0,0,-1
1542829225.6664534,1,0,0,0,0,-1
1542829226.6664534,1,0,0,0,0,-1
1542829227.6664534,1,1,1,1,1,0
1542829228.6664534,1,1,1,1,1,0
1542829229.6664534,1,1,1,1,1,0
1542829230.6664534,1,1,1,1,1,0
1542829231.6664534,1,1,1,1,1,0
1542829232.6664534,1,1,1,1,1,0
1542829233.6664534,1,1,1,1,1,0
1542829234.6664534,1,1,1,1,1,0
1542829235.6664534,1,1,1,1,1,0
1542829236.6664534,1,1,1,1,1,0
1542829237.6664534,1,1,1,1,1,0
1542829238.6664534,1,1,1,1,1,0
1542829239.6664534,1,1,1,1,1,0
