timestamp,reference_valid,B1_valid,common_valid,segment_id
1700603797.8582888,1,0,0,-1
1700603797.9582889,1,0,0,-1
1700603798.0582888,1,0,0,-1
1700603798.1582887,1,0,0,-1
1700603798.2582889,1,0,0,-1
1700603798.3582888,1,0,0,-1
1700603798.4582889,1,0,0,-1
1700603798.5582888,1,0,0,-1
1700603798.6582887,1,0,0,-1
1700603798.7582889,1,0,0,-1
1700603798.8582888,1,0,0,-1
1700603798.9582889,1,0,0,-1
1700603799.0582888,1,0,0,-1
1700603799.1582887,1,0,0,-1
1700603799.2582889,1,0,0,-1
1700603799.3582888,1,0,0,-1
1700603799.4582889,1,0,0,-1
1700603799.5582888,1,0,0,-1
1700603799.6582887,1,0,0,-1
1700603799.7582889,1,0,0,-1
1700603799.8582888,1,0,0,-1
1700603799.9582889,1,0,0,-1
1700603800.0582888,1,0,0,-1
1700603800.1582887,1,1,1,0
1700603800.2582889,1,1,1,0
1700603800.3582888,1,1,1,0
1700603800.4582889,1,1,1,0
1700603800.5582888,1,1,1,0
1700603800.6582887,1,1,1,0
1700603800.7582889,1,1,1,0
1700603800.8582888,1,1,1,0
1700603800.9582889,1,1,1,0
1700603801.0582888,1,1,1,0
1700603801.1582887,1,1,1,0
1700603801.2582889,1,1,1,0
1700603801.3582888,1,1,1,0
1700603801.4582889,1,1,1,0
1700603801.5582888,1,1,1,0
1700603801.6582887,1,1,1,0
1700603801.7582889,1,1,1,0
1700603801.8582888,1,1,1,0
1700603801.9582889,1,1,1,0
1700603802.0582888,1,1,1,0
1700603802.1582887,1,1,1,0
1700603802.2582889,1,1,1,0
1700603802.3582888,1,1,1,0
1700603802.4582889,1,1,1,0
1700603802.5582888,1,1,1,0
1700603802.6582887,1,1,1,0
1700603802.7582889,1,1,1,0
1700603802.8582888,1,1,1,0
1700603802.9582889,1,1,1,0
1700603803.0582888,1,1,1,0
1700603803.1582887,1,1,1,0
1700603803.2582889,1,1,1,0
1700603803.3582888,1,1,1,0
1700603803.4582889,1,1,1,0
1700603803.5582888,1,1,1,0
1700603803.6582887,1,1,1,0
1700603803.7582889,1,1,1,0
1700603803.8582888,1,1,1,0
1700603803.9582889,1,1,1,0
1700603804.0582888,1,1,1,0
1700603804.1582887,1,1,1,0
1700603804.2582889,1,1,1,0
1700603804.3582888,1,1,1,0
1700603804.4582889,1,1,1,0
1700603804.5582888,1,1,1,0
1700603804.6582887,1,1,1,0
1700603804.7582889,1,1,1,0
1700603804.8582888,1,1,1,0
1700603804.9582889,1,1,1,0
1700603805.0582888,1,1,1,0
1700603805.1582887,1,1,1,0
1700603805.2582889,1,1,1,0
1700603805.3582888,1,1,1,0
1700603805.4582889,1,1,1,0
