manifest_schema,dataset_family,data_domain,sequence,role,eligibility,raw_input_path,raw_format,raw_exists,raw_size_bytes,expected_raw_size_bytes,raw_integrity,reference_path,reference_type,reference_method,reference_independence,reference_frame,metric_scale,nominal_reference_rate_hz,nominal_image_rate_hz,nominal_imu_rate_hz,nominal_estimate_rate_hz,duration_s,calibration_paths,license_name,license_status,evidence_paths,decision_reason
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A01,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_1_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,4341590055,4341590055,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_01.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,879,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_01.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A02,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_2_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,2195786266,2195786266,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_02.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,449,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_02.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A03,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_3_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,1521967899,1521967899,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_03.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,316,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_03.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A04,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_4_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,3283615324,3283615324,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_04.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,669,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_04.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A05,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_5_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,866604152,866604152,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_05.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,182,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_05.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A06,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/aqualoc/samples/archaeo_sequence_06_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,758010849,758010849,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_06.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,169,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_06.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A07,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_7_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,2792940805,2792940805,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_07.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,568,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_07.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A08,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_8_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,2316571070,2316571070,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_08.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,469,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_08.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A09,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_9_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,1722658380,1722658380,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_09.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,349,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_09.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
isj-data-eligibility-v1,aqualoc_archaeology,AQUALOC archaeology,A10,SEQUENCE_HELD_OUT_WINDOW_CANDIDATE,ELIGIBLE_WITH_REFERENCE_CAVEAT,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_10_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,3761302356,3761302356,SIZE_MATCH,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_10.txt,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1,20,200,10,714,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml,AQUALOC public dataset,citation/readme terms; explicit SPDX license not found locally,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_calibration_files/archaeo_imu_noises.yaml;datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_10.txt;datasets/full_downloads/aqualoc/README.md,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded."
