sequence_id,repeat,arm,status,formal_outcome,translation_units,common_poses,coverage,support_gate,initialization_time_s,fixed_ape_rmse,fixed_rpe_1s_translation_rmse,fixed_rpe_1s_rotation_rmse_deg,fixed_rpe_pairs,fixed_scale,fixed_evo_crosscheck,sim3_ape_rmse,sim3_rpe_1s_translation_rmse,sim3_rpe_1s_rotation_rmse_deg,sim3_rpe_pairs,sim3_scale,sim3_evo_crosscheck,pre_loop_ape_same_whole_alignment,post_loop_ape_same_whole_alignment,shared_boundary_s
bus_outside,1,B,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,497,0.9203703703703704,PASS,2.227895417,1.0407865370687652,0.040986057194018384,0.5307886596530728,470,1.0,PASS,0.6898201415423229,0.03025597528164719,0.5307886596530728,470,0.8201535772551475,PASS,1.0083239884821762,1.2048729412397068,1494876986.4649806
bus_outside,1,C,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,497,0.9203703703703704,PASS,2.227895417,1.0407865369716323,0.04098605693825802,0.5307886660013215,470,1.0,PASS,0.6898201414980675,0.030255975043080308,0.5307886660013215,470,0.8201535772726407,PASS,1.008323988365248,1.2048729412330714,1494876986.4649806
bus_outside,1,L,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,497,0.9203703703703704,PASS,2.227895417,0.9418250892696169,0.040987741078024165,0.530772179840864,470,1.0,PASS,0.4843391374812659,0.030102120620811565,0.530772179840864,470,0.8162376967710164,PASS,0.9430131482202664,0.9352165317381851,1494876986.4649806
bus_outside,2,B,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,501,0.9277777777777778,PASS,2.227895417,0.992910304717783,0.04215781413012168,0.5318156828598695,475,1.0,PASS,0.6495325085092009,0.03188057953757644,0.5318156828598695,475,0.826586258010333,PASS,0.9479939484863464,1.3923382002114995,1494877020.8708794
bus_outside,2,C,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,501,0.9277777777777778,PASS,2.227895417,0.9929103046473741,0.04215781404117698,0.5318156903942549,475,1.0,PASS,0.6495325084850343,0.03188057945329746,0.5318156903942549,475,0.8265862580242871,PASS,0.9479939484124997,1.392338200162047,1494877020.8708794
bus_outside,2,L,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,501,0.9277777777777778,PASS,2.227895417,0.8300006114592335,0.04204418592523117,0.5317938042336449,475,1.0,PASS,0.38706909022474245,0.031920190442831,0.5317938042336449,475,0.8312772593317242,PASS,0.8170017130756864,0.9606628751616706,1494877020.8708794
bus_outside,3,B,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,496,0.9185185185185185,PASS,2.227895417,1.1198852540984607,0.045931392292239956,0.5156384416110283,468,1.0,PASS,0.8243342170213219,0.03518823663256252,0.5156384416110283,468,0.8229768773938071,PASS,1.0505333173662452,1.4313190986928332,1494876983.1195722
bus_outside,3,C,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,496,0.9185185185185185,PASS,2.227895417,1.119885254031179,0.04593139239658863,0.5156384492933607,468,1.0,PASS,0.8243342170047104,0.03518823672624959,0.5156384492933607,468,0.8229768774095991,PASS,1.050533317271004,1.431319098731303,1494876983.1195722
bus_outside,3,L,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,496,0.9185185185185185,PASS,2.227895417,0.910719400030335,0.04581616140632092,0.5156140796668319,468,1.0,PASS,0.4975729936102594,0.03512531741630672,0.5156140796668319,468,0.8245528833390373,PASS,0.9228603464966975,0.8437437303187691,1494876983.1195722
cemetery,1,B,DIAGNOSTIC_ONLY_NOT_FORMAL_ACCURACY,NOT_EVALUABLE_REFERENCE_AND_LABELS,supplied_proxy_units_not_certified_metres,406,0.9689737470167065,PASS,11.155363228,0.8543712892193025,0.05870938298059751,1.031833474842886,402,1.0,PASS,0.8109680639840386,0.05363392281271226,1.031833474842886,402,1.0763725604916323,PASS,,,
